55701 165472
node2,node1,weight
280,30759,1.0
302,30615,1.0
302,30610,1.0
302,31183,1.0
302,31325,1.0
303,30624,1.0
303,31330,1.0
303,31340,1.0
304,30602,1.0
305,30614,1.0
309,31566,1.0
310,30819,1.0
310,31583,1.0
324,30623,1.0
324,30622,1.0
327,30613,1.0
327,31324,1.0
328,30636,1.0
328,31353,1.0
328,31341,1.0
329,30611,1.0
329,31183,1.0
329,31325,1.0
330,30615,1.0
330,30613,1.0
330,30610,1.0
330,31324,1.0
330,31337,1.0
330,31327,1.0
332,30632,1.0
332,30636,1.0
333,30624,1.0
333,31338,1.0
337,30659,1.0
337,31597,1.0
338,30637,1.0
338,30828,1.0
338,30823,1.0
338,31581,1.0
338,31585,1.0
338,31598,1.0
341,30685,1.0
341,31578,1.0
341,31581,1.0
355,30650,1.0
355,31375,1.0
355,31354,1.0
356,30634,1.0
359,30667,1.0
359,30665,1.0
359,31392,1.0
359,31377,1.0
359,31391,1.0
362,30669,1.0
362,30654,1.0
363,30670,1.0
363,31389,1.0
364,31391,1.0
365,30523,1.0
365,30651,1.0
365,31378,1.0
384,30666,1.0
385,31407,1.0
385,31390,1.0
388,30670,1.0
388,31389,1.0
401,30679,1.0
401,30708,1.0
401,31410,1.0
402,30682,1.0
402,31406,1.0
404,30677,1.0
405,30666,1.0
407,31407,1.0
407,31390,1.0
426,30705,1.0
427,30704,1.0
429,30695,1.0
429,30706,1.0
431,30539,1.0
431,31250,1.0
432,30538,1.0
432,31422,1.0
432,31440,1.0
435,30707,1.0
435,31441,1.0
450,30712,1.0
452,30716,1.0
452,31455,1.0
453,30715,1.0
453,31453,1.0
472,30714,1.0
472,30718,1.0
473,30743,1.0
473,31481,1.0
474,30723,1.0
474,31468,1.0
474,31467,1.0
477,30718,1.0
485,30724,1.0
486,30725,1.0
486,31468,1.0
486,31467,1.0
488,30741,1.0
488,31485,1.0
489,30736,1.0
490,30722,1.0
490,31466,1.0
492,30755,1.0
492,30744,1.0
492,31491,1.0
492,31493,1.0
494,30742,1.0
494,31486,1.0
494,31485,1.0
496,30739,1.0
496,30727,1.0
496,31482,1.0
498,30723,1.0
498,30735,1.0
498,30728,1.0
498,30754,1.0
498,31488,1.0
498,31469,1.0
509,30740,1.0
509,31481,1.0
509,31491,1.0
509,31493,1.0
510,31494,1.0
510,31502,1.0
510,31505,1.0
511,30753,1.0
511,31497,1.0
513,30767,1.0
513,30766,1.0
513,30777,1.0
513,30770,1.0
514,30751,1.0
514,31495,1.0
514,31496,1.0
515,31499,1.0
516,30760,1.0
518,30752,1.0
518,30756,1.0
537,30771,1.0
547,30784,1.0
547,30782,1.0
548,30784,1.0
549,30784,1.0
553,30785,1.0
553,30776,1.0
554,30771,1.0
555,31527,1.0
557,30781,1.0
557,30786,1.0
557,31533,1.0
557,31526,1.0
558,30780,1.0
558,31534,1.0
575,31527,1.0
576,31328,1.0
577,30785,1.0
579,30792,1.0
579,30814,1.0
579,30801,1.0
580,31546,1.0
585,30813,1.0
598,30799,1.0
598,30802,1.0
598,31554,1.0
598,31558,1.0
599,31555,1.0
599,31554,1.0
599,31558,1.0
615,31565,1.0
616,30810,1.0
616,31568,1.0
618,30637,1.0
618,31582,1.0
619,30822,1.0
619,31575,1.0
620,30639,1.0
620,30819,1.0
620,30638,1.0
620,31587,1.0
621,31569,1.0
623,31584,1.0
623,31599,1.0
625,30816,1.0
625,30821,1.0
625,31581,1.0
643,31581,1.0
644,31595,1.0
644,31584,1.0
644,31599,1.0
646,31578,1.0
647,30831,1.0
647,31600,1.0
648,30644,1.0
649,30827,1.0
649,31600,1.0
670,30828,1.0
670,30823,1.0
672,30645,1.0
674,30685,1.0
674,30841,1.0
674,31615,1.0
675,30842,1.0
675,30843,1.0
676,30847,1.0
676,31623,1.0
690,30842,1.0
691,30846,1.0
691,31624,1.0
708,30854,1.0
708,31632,1.0
709,30853,1.0
710,31424,1.0
711,30853,1.0
714,30871,1.0
715,30870,1.0
715,30881,1.0
715,30692,1.0
715,31650,1.0
716,30859,1.0
716,31635,1.0
719,30857,1.0
719,30855,1.0
737,30881,1.0
737,30692,1.0
737,31666,1.0
737,31664,1.0
737,31667,1.0
739,30691,1.0
740,30881,1.0
740,30692,1.0
740,31666,1.0
740,31664,1.0
740,31667,1.0
741,30880,1.0
741,30869,1.0
741,31673,1.0
741,31651,1.0
744,30886,1.0
744,31667,1.0
745,30859,1.0
766,30882,1.0
767,30693,1.0
767,30891,1.0
767,31680,1.0
767,31663,1.0
768,30894,1.0
768,30893,1.0
769,30879,1.0
771,30906,1.0
771,31706,1.0
773,30882,1.0
773,30883,1.0
775,31702,1.0
788,31703,1.0
789,31688,1.0
791,30895,1.0
791,30897,1.0
791,31688,1.0
791,31689,1.0
791,31704,1.0
796,31700,1.0
799,30906,1.0
799,31702,1.0
816,30921,1.0
822,30935,1.0
822,31737,1.0
822,31723,1.0
823,30936,1.0
829,30948,1.0
829,30945,1.0
829,30947,1.0
829,31759,1.0
829,31760,1.0
830,30938,1.0
830,30931,1.0
830,31742,1.0
831,30929,1.0
831,31738,1.0
842,30931,1.0
842,30951,1.0
842,30930,1.0
842,31736,1.0
842,31761,1.0
842,31739,1.0
842,31757,1.0
844,30935,1.0
844,31771,1.0
845,30950,1.0
846,30927,1.0
846,31741,1.0
847,30937,1.0
847,30933,1.0
848,30938,1.0
848,30931,1.0
848,31736,1.0
848,31761,1.0
848,31739,1.0
848,31757,1.0
849,30961,1.0
849,30959,1.0
849,30958,1.0
849,31756,1.0
849,31774,1.0
850,31773,1.0
851,30966,1.0
852,30963,1.0
853,30967,1.0
853,30960,1.0
853,30973,1.0
853,31777,1.0
855,31770,1.0
856,30974,1.0
859,30949,1.0
859,30964,1.0
859,31756,1.0
859,31774,1.0
860,30948,1.0
860,30947,1.0
860,31753,1.0
861,30959,1.0
861,30958,1.0
861,31778,1.0
861,31776,1.0
876,30967,1.0
876,30960,1.0
876,30973,1.0
876,31787,1.0
877,30990,1.0
877,31793,1.0
879,30968,1.0
880,30949,1.0
880,30964,1.0
880,30961,1.0
880,31778,1.0
880,31776,1.0
881,30962,1.0
881,31788,1.0
881,31772,1.0
881,31795,1.0
893,30975,1.0
894,30974,1.0
894,31789,1.0
895,30989,1.0
897,30981,1.0
897,30979,1.0
899,30979,1.0
900,31814,1.0
902,30990,1.0
902,31812,1.0
905,31004,1.0
906,30991,1.0
906,31810,1.0
907,31000,1.0
907,31829,1.0
913,31013,1.0
915,31003,1.0
915,30998,1.0
916,30997,1.0
916,31015,1.0
918,30999,1.0
918,31017,1.0
918,31827,1.0
918,31837,1.0
933,31030,1.0
933,31029,1.0
948,31041,1.0
949,31028,1.0
949,31018,1.0
950,31030,1.0
950,31029,1.0
951,30390,1.0
951,30395,1.0
951,31052,1.0
951,31055,1.0
952,31039,1.0
952,31872,1.0
955,30392,1.0
956,31043,1.0
956,31874,1.0
960,13,1.0
961,9,1.0
962,3,1.0
962,28,1.0
963,11,1.0
964,22,1.0
965,12,1.0
966,938,1.0
967,1,1.0
968,946,1.0
969,19,1.0
970,2,1.0
971,21,1.0
972,10,1.0
973,5,1.0
974,31894,1.0
974,18,1.0
975,17,1.0
976,16,1.0
977,32878,1.0
978,31898,1.0
979,15,1.0
980,31888,1.0
981,31888,1.0
981,31923,1.0
982,32878,1.0
983,20,1.0
984,31893,1.0
985,65,1.0
986,4,1.0
987,27,1.0
988,42,1.0
990,23,1.0
991,30,1.0
992,47,1.0
993,62,1.0
994,25,1.0
995,36,1.0
996,10,1.0
997,53,1.0
998,24,1.0
999,29,1.0
1000,31,1.0
1001,37,1.0
1003,26,1.0
1004,92,1.0
1005,54,1.0
1006,33,1.0
1007,31922,1.0
1007,31943,1.0
1007,31947,1.0
1008,35,1.0
1009,31946,1.0
1010,56,1.0
1011,31896,1.0
1011,31889,1.0
1012,32,1.0
1013,52,1.0
1014,40,1.0
1015,66,1.0
1016,46,1.0
1017,49,1.0
1018,43,1.0
1019,45,1.0
1020,50,1.0
1021,41,1.0
1022,63,1.0
1024,134,1.0
1025,78,1.0
1026,34,1.0
1027,29,1.0
1028,37,1.0
1029,51,1.0
1030,142,1.0
1031,38,1.0
1032,55,1.0
1033,58,1.0
1034,60,1.0
1035,31973,1.0
1036,31947,1.0
1037,57,1.0
1038,103,1.0
1039,31973,1.0
1040,31948,1.0
1041,31945,1.0
1041,31968,1.0
1042,148,1.0
1043,31992,1.0
1043,64,1.0
1044,31971,1.0
1045,59,1.0
1046,71,1.0
1047,31967,1.0
1047,31940,1.0
1048,93,1.0
1049,68,1.0
1050,91,1.0
1051,153,1.0
1052,70,1.0
1053,69,1.0
1054,67,1.0
1055,77,1.0
1056,89,1.0
1056,108,1.0
1057,44,1.0
1058,72,1.0
1059,111,1.0
1060,86,1.0
1060,48,1.0
1061,88,1.0
1062,116,1.0
1063,81,1.0
1064,94,1.0
1065,39,1.0
1066,85,1.0
1067,87,1.0
1068,31971,1.0
1069,97,1.0
1070,95,1.0
1071,96,1.0
1072,31991,1.0
1072,32008,1.0
1072,31994,1.0
1073,31989,1.0
1073,32002,1.0
1073,99,1.0
1074,61,1.0
1074,104,1.0
1075,105,1.0
1076,32005,1.0
1077,32009,1.0
1078,106,1.0
1079,98,1.0
1080,197,1.0
1081,144,1.0
1082,73,1.0
1083,114,1.0
1084,119,1.0
1085,76,1.0
1086,132,1.0
1087,83,1.0
1088,102,1.0
1089,110,1.0
1089,140,1.0
1090,84,1.0
1091,80,1.0
1092,74,1.0
1093,118,1.0
1094,143,1.0
1095,109,1.0
1096,154,1.0
1097,101,1.0
1098,123,1.0
1099,128,1.0
1100,116,1.0
1101,115,1.0
1102,112,1.0
1103,127,1.0
1104,32030,1.0
1105,104,1.0
1106,121,1.0
1107,122,1.0
1108,120,1.0
1110,312,1.0
1111,141,1.0
1112,161,1.0
1113,266,1.0
1114,166,1.0
1115,228,1.0
1116,235,1.0
1117,156,1.0
1118,136,1.0
1119,162,1.0
1120,139,1.0
1120,135,1.0
1121,138,1.0
1122,133,1.0
1123,107,1.0
1124,84,1.0
1125,137,1.0
1126,110,1.0
1126,140,1.0
1127,130,1.0
1128,131,1.0
1129,139,1.0
1129,135,1.0
1130,113,1.0
1131,117,1.0
1132,32028,1.0
1132,32048,1.0
1133,356,1.0
1134,32224,1.0
1134,32035,1.0
1134,32251,1.0
1135,248,1.0
1136,244,1.0
1137,129,1.0
1138,149,1.0
1139,32027,1.0
1140,155,1.0
1141,157,1.0
1142,32065,1.0
1142,32060,1.0
1143,32031,1.0
1144,75,1.0
1145,31969,1.0
1145,32060,1.0
1146,158,1.0
1147,164,1.0
1148,353,1.0
1149,347,1.0
1150,350,1.0
1150,381,1.0
1151,167,1.0
1152,170,1.0
1153,167,1.0
1153,165,1.0
1154,192,1.0
1155,136,1.0
1156,160,1.0
1157,79,1.0
1158,131,1.0
1159,163,1.0
1160,159,1.0
1161,169,1.0
1162,171,1.0
1163,32075,1.0
1164,174,1.0
1165,32065,1.0
1165,168,1.0
1167,194,1.0
1168,177,1.0
1169,173,1.0
1170,32073,1.0
1171,172,1.0
1173,180,1.0
1175,189,1.0
1176,193,1.0
1177,190,1.0
1178,228,1.0
1179,210,1.0
1180,186,1.0
1181,183,1.0
1182,182,1.0
1183,213,1.0
1184,191,1.0
1185,178,1.0
1186,163,1.0
1187,82,1.0
1188,100,1.0
1189,181,1.0
1190,184,1.0
1191,290,1.0
1192,292,1.0
1193,195,1.0
1194,196,1.0
1195,32103,1.0
1195,32096,1.0
1195,32112,1.0
1195,32102,1.0
1196,201,1.0
1197,205,1.0
1198,217,1.0
1199,203,1.0
1200,202,1.0
1201,199,1.0
1202,218,1.0
1203,215,1.0
1204,198,1.0
1205,187,1.0
1206,212,1.0
1207,227,1.0
1208,211,1.0
1209,206,1.0
1210,220,1.0
1211,188,1.0
1212,207,1.0
1213,232,1.0
1214,189,1.0
1215,209,1.0
1216,249,1.0
1217,246,1.0
1218,204,1.0
1219,32157,1.0
1219,223,1.0
1220,222,1.0
1221,32116,1.0
1221,32115,1.0
1222,219,1.0
1223,224,1.0
1224,221,1.0
1225,234,1.0
1226,239,1.0
1226,260,1.0
1227,240,1.0
1228,267,1.0
1230,214,1.0
1232,233,1.0
1234,470,1.0
1235,477,1.0
1236,476,1.0
1237,225,1.0
1238,208,1.0
1240,258,1.0
1241,243,1.0
1242,236,1.0
1243,226,1.0
1244,216,1.0
1245,241,1.0
1246,229,1.0
1246,257,1.0
1247,237,1.0
1248,231,1.0
1249,238,1.0
1250,247,1.0
1251,32389,1.0
1251,32397,1.0
1251,496,1.0
1252,32393,1.0
1252,32389,1.0
1253,512,1.0
1254,517,1.0
1255,245,1.0
1256,32157,1.0
1256,251,1.0
1257,32143,1.0
1258,274,1.0
1259,250,1.0
1260,253,1.0
1261,254,1.0
1262,252,1.0
1263,32113,1.0
1264,284,1.0
1265,291,1.0
1266,239,1.0
1266,260,1.0
1267,268,1.0
1268,269,1.0
1269,292,1.0
1270,500,1.0
1271,504,1.0
1272,506,1.0
1273,230,1.0
1274,242,1.0
1275,295,1.0
1276,265,1.0
1277,259,1.0
1278,256,1.0
1279,264,1.0
1280,255,1.0
1281,286,1.0
1282,32157,1.0
1282,273,1.0
1283,270,1.0
1284,32153,1.0
1284,271,1.0
1285,32175,1.0
1286,32156,1.0
1287,253,1.0
1288,152,1.0
1289,152,1.0
1290,124,1.0
1291,279,1.0
1292,301,1.0
1293,304,1.0
1294,32189,1.0
1294,151,1.0
1295,150,1.0
1296,32403,1.0
1297,494,1.0
1298,498,1.0
1299,278,1.0
1300,485,1.0
1301,32377,1.0
1301,32398,1.0
1302,321,1.0
1304,287,1.0
1305,256,1.0
1306,289,1.0
1307,185,1.0
1308,300,1.0
1308,294,1.0
1309,125,1.0
1310,285,1.0
1311,300,1.0
1311,294,1.0
1313,293,1.0
1314,305,1.0
1315,32188,1.0
1317,302,1.0
1318,326,1.0
1319,303,1.0
1320,318,1.0
1321,288,1.0
1322,317,1.0
1322,343,1.0
1323,314,1.0
1324,307,1.0
1324,322,1.0
1325,145,1.0
1326,331,1.0
1327,306,1.0
1328,319,1.0
1329,322,1.0
1330,316,1.0
1331,325,1.0
1332,335,1.0
1333,346,1.0
1334,147,1.0
1335,320,1.0
1336,146,1.0
1337,313,1.0
1338,330,1.0
1339,32224,1.0
1339,32035,1.0
1340,329,1.0
1341,324,1.0
1342,327,1.0
1343,32232,1.0
1344,334,1.0
1345,32099,1.0
1345,32225,1.0
1346,32033,1.0
1347,175,1.0
1348,382,1.0
1349,344,1.0
1350,352,1.0
1351,633,1.0
1352,645,1.0
1353,661,1.0
1354,337,1.0
1355,32532,1.0
1356,358,1.0
1357,703,1.0
1357,729,1.0
1358,700,1.0
1359,701,1.0
1360,692,1.0
1361,348,1.0
1361,315,1.0
1362,386,1.0
1363,323,1.0
1363,345,1.0
1364,360,1.0
1365,375,1.0
1366,342,1.0
1367,349,1.0
1368,579,1.0
1369,32467,1.0
1369,32463,1.0
1370,581,1.0
1371,32466,1.0
1372,354,1.0
1373,176,1.0
1374,32248,1.0
1375,32034,1.0
1375,32225,1.0
1376,32227,1.0
1377,355,1.0
1378,333,1.0
1379,357,1.0
1380,364,1.0
1381,362,1.0
1383,359,1.0
1384,365,1.0
1385,361,1.0
1386,371,1.0
1387,373,1.0
1388,351,1.0
1389,372,1.0
1390,377,1.0
1391,368,1.0
1392,376,1.0
1393,383,1.0
1394,378,1.0
1395,370,1.0
1396,369,1.0
1397,397,1.0
1397,379,1.0
1398,374,1.0
1399,367,1.0
1400,380,1.0
1401,388,1.0
1402,32099,1.0
1402,32250,1.0
1402,32251,1.0
1402,32284,1.0
1402,32283,1.0
1402,32287,1.0
1403,32269,1.0
1403,32282,1.0
1404,384,1.0
1405,32248,1.0
1405,32283,1.0
1406,32250,1.0
1406,32251,1.0
1406,32312,1.0
1406,32288,1.0
1407,32265,1.0
1408,32269,1.0
1408,32282,1.0
1410,32312,1.0
1410,32288,1.0
1411,387,1.0
1412,400,1.0
1413,637,1.0
1414,263,1.0
1415,394,1.0
1416,430,1.0
1417,411,1.0
1418,390,1.0
1420,397,1.0
1420,379,1.0
1421,389,1.0
1422,392,1.0
1423,395,1.0
1424,366,1.0
1425,179,1.0
1426,396,1.0
1427,393,1.0
1428,403,1.0
1429,399,1.0
1430,407,1.0
1431,406,1.0
1432,404,1.0
1433,401,1.0
1434,405,1.0
1435,32284,1.0
1436,32280,1.0
1436,32287,1.0
1437,32289,1.0
1437,402,1.0
1439,421,1.0
1440,391,1.0
1441,261,1.0
1442,418,1.0
1443,262,1.0
1444,408,1.0
1446,422,1.0
1447,433,1.0
1448,420,1.0
1449,445,1.0
1450,410,1.0
1451,32309,1.0
1451,32305,1.0
1451,426,1.0
1452,432,1.0
1453,32317,1.0
1454,429,1.0
1455,32310,1.0
1455,32322,1.0
1456,32309,1.0
1456,32305,1.0
1456,428,1.0
1457,435,1.0
1458,434,1.0
1460,32311,1.0
1461,431,1.0
1462,427,1.0
1463,32322,1.0
1464,449,1.0
1465,437,1.0
1466,409,1.0
1466,398,1.0
1467,441,1.0
1468,459,1.0
1468,443,1.0
1469,438,1.0
1470,442,1.0
1471,417,1.0
1472,436,1.0
1473,440,1.0
1474,468,1.0
1475,439,1.0
1476,446,1.0
1477,420,1.0
1478,444,1.0
1479,419,1.0
1479,447,1.0
1481,448,1.0
1482,32359,1.0
1483,32344,1.0
1485,32340,1.0
1485,451,1.0
1486,453,1.0
1487,450,1.0
1488,454,1.0
1489,465,1.0
1490,461,1.0
1492,462,1.0
1493,459,1.0
1493,443,1.0
1494,466,1.0
1495,455,1.0
1496,464,1.0
1497,475,1.0
1498,469,1.0
1499,467,1.0
1500,456,1.0
1501,892,1.0
1502,884,1.0
1503,909,1.0
1504,882,1.0
1505,879,1.0
1506,471,1.0
1508,474,1.0
1509,32361,1.0
1510,452,1.0
1511,472,1.0
1512,478,1.0
1513,491,1.0
1514,480,1.0
1515,460,1.0
1516,495,1.0
1517,457,1.0
1518,481,1.0
1518,479,1.0
1519,507,1.0
1520,463,1.0
1521,458,1.0
1522,493,1.0
1522,491,1.0
1523,487,1.0
1524,484,1.0
1525,32356,1.0
1525,32376,1.0
1525,32395,1.0
1526,32380,1.0
1526,486,1.0
1527,488,1.0
1528,32396,1.0
1528,32358,1.0
1529,32398,1.0
1530,32378,1.0
1531,32389,1.0
1531,490,1.0
1532,489,1.0
1533,32411,1.0
1534,497,1.0
1535,32379,1.0
1535,32395,1.0
1536,481,1.0
1536,479,1.0
1537,499,1.0
1537,521,1.0
1538,533,1.0
1539,507,1.0
1540,911,1.0
1541,910,1.0
1542,920,1.0
1543,903,1.0
1544,32813,1.0
1545,32841,1.0
1545,32825,1.0
1546,32806,1.0
1546,32813,1.0
1547,501,1.0
1548,482,1.0
1549,483,1.0
1550,502,1.0
1551,503,1.0
1553,277,1.0
1554,32405,1.0
1555,276,1.0
1556,509,1.0
1557,510,1.0
1558,32395,1.0
1558,32397,1.0
1559,32409,1.0
1559,32394,1.0
1560,511,1.0
1561,32408,1.0
1561,514,1.0
1562,515,1.0
1563,280,1.0
1564,518,1.0
1565,513,1.0
1566,275,1.0
1568,281,1.0
1569,532,1.0
1570,526,1.0
1571,531,1.0
1572,522,1.0
1573,528,1.0
1574,523,1.0
1575,508,1.0
1576,538,1.0
1577,534,1.0
1578,520,1.0
1579,525,1.0
1580,519,1.0
1581,539,1.0
1582,530,1.0
1583,546,1.0
1584,524,1.0
1586,499,1.0
1586,521,1.0
1587,529,1.0
1588,505,1.0
1589,527,1.0
1590,516,1.0
1591,536,1.0
1592,549,1.0
1593,32431,1.0
1594,537,1.0
1595,545,1.0
1596,535,1.0
1597,544,1.0
1598,283,1.0
1599,282,1.0
1599,565,1.0
1600,541,1.0
1601,540,1.0
1602,570,1.0
1603,568,1.0
1604,572,1.0
1605,522,1.0
1606,559,1.0
1607,543,1.0
1608,573,1.0
1609,551,1.0
1610,547,1.0
1611,32448,1.0
1611,32441,1.0
1612,548,1.0
1613,550,1.0
1615,32430,1.0
1615,32451,1.0
1616,556,1.0
1617,32446,1.0
1618,554,1.0
1619,557,1.0
1620,553,1.0
1621,555,1.0
1622,32448,1.0
1622,32466,1.0
1623,32430,1.0
1623,32448,1.0
1624,552,1.0
1625,558,1.0
1626,586,1.0
1627,569,1.0
1628,567,1.0
1629,561,1.0
1630,570,1.0
1631,568,1.0
1632,542,1.0
1633,545,1.0
1634,563,1.0
1635,299,1.0
1636,564,1.0
1637,571,1.0
1638,566,1.0
1639,560,1.0
1640,580,1.0
1641,574,1.0
1642,32448,1.0
1642,32441,1.0
1642,32463,1.0
1642,32466,1.0
1643,577,1.0
1644,32448,1.0
1644,32441,1.0
1645,576,1.0
1646,32197,1.0
1647,585,1.0
1648,32461,1.0
1648,32462,1.0
1648,32444,1.0
1648,582,1.0
1649,575,1.0
1650,578,1.0
1651,583,1.0
1652,584,1.0
1653,32462,1.0
1653,32444,1.0
1654,590,1.0
1654,602,1.0
1655,282,1.0
1655,565,1.0
1656,600,1.0
1657,562,1.0
1658,593,1.0
1659,609,1.0
1660,591,1.0
1661,587,1.0
1662,606,1.0
1662,588,1.0
1663,592,1.0
1664,297,1.0
1665,617,1.0
1666,595,1.0
1666,608,1.0
1667,596,1.0
1668,589,1.0
1669,594,1.0
1670,597,1.0
1671,32479,1.0
1671,32480,1.0
1672,598,1.0
1673,599,1.0
1674,308,1.0
1675,628,1.0
1675,610,1.0
1676,590,1.0
1676,602,1.0
1677,604,1.0
1678,630,1.0
1679,606,1.0
1679,588,1.0
1680,632,1.0
1681,607,1.0
1682,612,1.0
1683,298,1.0
1684,605,1.0
1685,601,1.0
1686,296,1.0
1687,595,1.0
1687,608,1.0
1688,624,1.0
1689,614,1.0
1691,616,1.0
1692,626,1.0
1693,32494,1.0
1693,309,1.0
1694,32494,1.0
1694,615,1.0
1695,32491,1.0
1696,32490,1.0
1696,32508,1.0
1696,310,1.0
1697,32495,1.0
1697,32493,1.0
1698,311,1.0
1699,32490,1.0
1699,32508,1.0
1699,32505,1.0
1699,32525,1.0
1699,621,1.0
1699,647,1.0
1699,339,1.0
1700,618,1.0
1701,32507,1.0
1702,32511,1.0
1702,32505,1.0
1702,621,1.0
1703,336,1.0
1704,625,1.0
1705,623,1.0
1706,622,1.0
1707,619,1.0
1708,340,1.0
1709,668,1.0
1709,634,1.0
1710,636,1.0
1711,655,1.0
1711,641,1.0
1712,654,1.0
1712,631,1.0
1713,603,1.0
1713,639,1.0
1714,640,1.0
1715,611,1.0
1716,652,1.0
1717,629,1.0
1718,613,1.0
1719,627,1.0
1720,635,1.0
1721,666,1.0
1721,631,1.0
1722,642,1.0
1723,646,1.0
1724,32543,1.0
1725,341,1.0
1726,32526,1.0
1727,32507,1.0
1727,32505,1.0
1727,620,1.0
1728,644,1.0
1729,338,1.0
1730,648,1.0
1731,32525,1.0
1731,649,1.0
1732,650,1.0
1733,656,1.0
1734,654,1.0
1734,631,1.0
1735,640,1.0
1736,635,1.0
1737,663,1.0
1738,638,1.0
1739,677,1.0
1740,664,1.0
1741,686,1.0
1742,637,1.0
1743,651,1.0
1744,669,1.0
1745,32245,1.0
1745,672,1.0
1747,32540,1.0
1747,32523,1.0
1748,32524,1.0
1749,671,1.0
1750,691,1.0
1751,673,1.0
1752,32572,1.0
1752,676,1.0
1753,675,1.0
1754,32556,1.0
1755,683,1.0
1756,667,1.0
1756,680,1.0
1757,651,1.0
1758,695,1.0
1758,685,1.0
1759,684,1.0
1759,653,1.0
1761,657,1.0
1762,678,1.0
1763,659,1.0
1764,688,1.0
1765,682,1.0
1766,687,1.0
1767,660,1.0
1768,679,1.0
1769,706,1.0
1770,665,1.0
1771,658,1.0
1772,662,1.0
1773,686,1.0
1774,705,1.0
1775,689,1.0
1776,690,1.0
1777,707,1.0
1778,693,1.0
1779,697,1.0
1780,698,1.0
1781,699,1.0
1782,696,1.0
1783,681,1.0
1783,694,1.0
1784,702,1.0
1785,733,1.0
1786,718,1.0
