,node_idx,hit_id,particle_id,volume_id,layer_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7,num_distinct_layers_endcap
173,132,7613,292758577351753728,7,8,93,12.0,1,10,5.0
174,132,7660,292758577351753728,7,8,96,12.0,1,10,5.0
175,133,7623,63050600941617152,7,8,94,10.0,1,5,7.0
176,134,7644,837672829225795584,7,8,95,14.0,1,1,5.0
177,135,7716,117094414945353728,7,8,98,13.0,1,8,3.0
178,135,7570,117094414945353728,7,8,93,13.0,1,8,3.0
179,135,7665,117094414945353728,7,8,96,13.0,1,8,3.0
180,136,7762,202663357621207040,7,8,101,13.0,1,9,6.0
181,137,7792,864707277532168192,7,8,102,10.0,1,4,3.0
182,137,7802,864707277532168192,7,8,103,10.0,1,4,3.0
183,138,7922,445866189994852352,7,8,108,11.0,1,5,5.0
184,138,7915,445866189994852352,7,8,107,11.0,1,5,5.0
185,139,8035,396317454403371008,7,10,4,14.0,1,8,4.0
186,139,8170,396317454403371008,7,10,9,14.0,1,8,4.0
187,139,8122,396317454403371008,7,10,6,14.0,1,8,4.0
188,140,8220,734097115902377984,7,10,10,11.0,1,4,7.0
189,141,8144,225184035817652224,7,10,8,11.0,1,3,7.0
190,142,8351,716072684349292544,7,10,15,11.0,1,4,4.0
191,143,8207,671072628361920512,7,10,10,12.0,1,4,4.0
192,144,8226,734096703585517568,7,10,11,6.0,1,3,4.0
193,145,8235,747603516737978368,7,10,12,13.0,1,8,4.0
194,145,8334,747603516737978368,7,10,14,13.0,1,8,4.0
195,146,8237,355784439281745920,7,10,12,10.0,1,7,7.0
196,147,8279,63053830757023744,7,10,12,11.0,1,8,6.0
197,148,8314,63050463502663680,7,10,14,7.0,1,1,1.0
198,149,8421,716074539775164416,7,10,18,11.0,1,4,7.0
199,150,8430,0,7,10,19,0.0,1,24,7.0
200,151,8437,153154479326232576,7,10,19,16.0,1,4,2.0
201,151,8494,153154479326232576,7,10,21,16.0,1,4,2.0
202,152,8996,63076783062253568,7,10,39,13.0,1,4,2.0
203,152,8936,63076783062253568,7,10,36,13.0,1,4,2.0
204,153,8524,801651797507702784,7,10,23,14.0,1,4,2.0
205,153,8483,801651797507702784,7,10,20,14.0,1,4,2.0
206,154,8567,180146458995982336,7,10,23,12.0,1,10,6.0
207,154,8598,180146458995982336,7,10,25,12.0,1,10,6.0
208,155,8652,657528775411499008,7,10,25,15.0,1,10,6.0
209,155,8719,657528775411499008,7,10,28,15.0,1,10,6.0
210,156,9613,301748184420450304,7,10,63,13.0,1,11,6.0
211,156,9531,301748184420450304,7,10,60,13.0,1,11,6.0
212,157,8862,860188765778345984,7,10,34,11.0,1,5,4.0
213,157,8876,860188765778345984,7,10,35,11.0,1,5,4.0
214,158,8878,644014952872411136,7,10,35,13.0,1,2,2.0
215,159,8904,797138645873065984,7,10,36,12.0,1,7,6.0
216,160,8923,860188559619915776,7,10,36,10.0,1,7,6.0
217,161,9826,27023247031664640,7,10,72,11.0,1,1,5.0
218,162,9127,337777393756274688,7,10,44,11.0,1,9,7.0
219,163,9145,819655888095674368,7,10,44,12.0,1,1,1.0
220,164,9392,445859867802992640,7,10,55,12.0,1,6,3.0
221,164,9343,445859867802992640,7,10,52,12.0,1,6,3.0
222,165,9484,22530436362141696,7,10,59,14.0,1,4,3.0
223,165,9548,22530436362141696,7,10,61,14.0,1,4,3.0
224,166,9493,0,7,10,59,0.0,1,24,7.0
225,167,9630,9008230046892032,7,10,64,11.0,1,8,6.0
226,167,9634,9008230046892032,7,10,65,11.0,1,8,6.0
227,168,9713,301754369173356544,7,10,68,11.0,1,8,6.0
228,169,9768,693564994133950464,7,10,70,13.0,1,4,2.0
229,169,9840,693564994133950464,7,10,72,13.0,1,4,2.0
230,170,9827,301745504360857600,7,10,72,14.0,1,5,7.0
231,171,9852,734091687063715840,7,10,73,12.0,1,6,7.0
232,171,9839,734091687063715840,7,10,72,12.0,1,6,7.0
233,172,9940,671047889350295552,7,10,77,11.0,1,7,4.0
234,172,10023,671047889350295552,7,10,79,11.0,1,7,4.0
235,173,9978,364799678715265024,7,10,78,15.0,1,2,1.0
236,173,10043,364799678715265024,7,10,80,15.0,1,2,1.0
237,174,10030,801641214708285440,7,10,79,12.0,1,9,6.0
238,175,10052,216179585341980672,7,10,81,9.0,1,3,2.0
239,176,10081,954765320025800704,7,10,82,11.0,1,8,6.0
240,176,10185,954765320025800704,7,10,85,11.0,1,8,6.0
241,177,10121,180145222045401088,7,10,82,14.0,1,4,5.0
242,178,10139,180145015886970880,7,10,83,14.0,1,5,7.0
243,179,10219,671048095508725760,7,10,85,11.0,1,9,6.0
244,179,10126,671048095508725760,7,10,82,11.0,1,9,6.0
245,180,10258,292735350168616960,7,10,87,10.0,1,6,5.0
246,181,10303,220677068935921664,7,10,88,12.0,1,3,7.0
247,182,10316,418860810027139072,7,10,88,11.0,1,5,3.0
248,183,10318,851181772682035200,7,10,88,11.0,1,1,1.0
249,184,10472,63050600941617152,7,10,94,10.0,1,5,7.0
250,185,10484,711574032541032450,7,10,95,12.0,1,1,1.0
251,186,10522,292758577351753728,7,10,96,12.0,1,10,5.0
252,186,10439,292758577351753728,7,10,93,12.0,1,10,5.0
253,187,10523,337776431683600384,7,10,96,13.0,1,10,6.0
254,187,10419,337776431683600384,7,10,93,13.0,1,10,6.0
255,188,10534,864699580950773760,7,10,96,6.0,1,4,3.0
256,189,10592,117094414945353728,7,10,98,13.0,1,8,3.0
257,189,10460,117094414945353728,7,10,93,13.0,1,8,3.0
258,189,10500,117094414945353728,7,10,96,13.0,1,8,3.0
259,190,10628,202663357621207040,7,10,101,13.0,1,9,6.0
260,190,10702,202663357621207040,7,10,104,13.0,1,9,6.0
261,191,10670,445859318047178752,7,10,103,18.0,1,5,7.0
262,192,10672,657533104738533376,7,10,103,10.0,1,1,1.0
263,193,10739,220697890937372672,7,10,105,14.0,1,2,1.0
264,193,10810,220697890937372672,7,10,107,14.0,1,2,1.0
265,194,10764,445866189994852352,7,10,106,11.0,1,5,5.0
266,195,10922,396317454403371008,7,12,4,14.0,1,8,4.0
267,195,11092,396317454403371008,7,12,9,14.0,1,8,4.0
268,195,11033,396317454403371008,7,12,6,14.0,1,8,4.0
269,196,11038,180151819115167744,7,12,7,11.0,1,1,5.0
270,197,11042,526923080547696640,7,12,7,15.0,1,1,2.0
271,198,11055,4515350657892352,7,12,8,9.0,1,1,2.0
272,199,11063,225184035817652224,7,12,8,11.0,1,3,7.0
273,200,11129,734097115902377984,7,12,10,11.0,1,4,7.0
274,201,11133,671072628361920512,7,12,10,12.0,1,4,4.0
275,202,11362,716074539775164416,7,12,18,11.0,1,4,7.0
276,203,11154,734096703585517568,7,12,11,6.0,1,3,4.0
277,204,11166,265713683684917248,7,12,12,16.0,1,1,1.0
278,205,11183,355784439281745920,7,12,12,10.0,1,7,7.0
279,206,11192,716072684349292544,7,12,12,11.0,1,4,4.0
280,207,11208,747603516737978368,7,12,12,13.0,1,8,4.0
281,207,11251,747603516737978368,7,12,14,13.0,1,8,4.0
282,208,11225,779123972502458369,7,12,13,10.0,1,2,2.0
283,209,11240,63053830757023744,7,12,14,11.0,1,8,6.0
284,209,11175,63053830757023744,7,12,12,11.0,1,8,6.0
285,209,11077,63053830757023744,7,12,9,11.0,1,8,6.0
286,210,11280,801644994279505920,7,12,14,8.0,1,2,1.0
287,210,11351,801644994279505920,7,12,17,8.0,1,2,1.0
288,211,11660,315254172939190272,7,12,30,14.0,1,1,1.0
289,212,11365,324272436029685760,7,12,19,12.0,1,2,2.0
290,213,11427,153154479326232576,7,12,21,16.0,1,4,2.0
291,213,11369,153154479326232576,7,12,19,16.0,1,4,2.0
292,214,11429,810650956583665664,7,12,21,14.0,1,2,7.0
293,215,11441,225182867586547712,7,12,22,11.0,1,1,1.0
294,216,11539,657528775411499008,7,12,25,15.0,1,10,6.0
295,216,11625,657528775411499008,7,12,28,15.0,1,10,6.0
296,217,11565,180146458995982336,7,12,25,12.0,1,10,6.0
297,217,11485,180146458995982336,7,12,23,12.0,1,10,6.0
298,218,11667,0,7,12,30,0.0,1,24,7.0
299,219,11670,797140295140507648,7,12,30,14.0,1,1,1.0
300,220,11737,180153330943655936,7,12,32,8.0,1,1,1.0
301,221,11739,873705062218596352,7,12,32,9.0,1,2,7.0
302,222,11769,860188765778345984,7,12,33,11.0,1,5,4.0
303,223,11806,797138645873065984,7,12,33,12.0,1,7,6.0
304,223,11853,797138645873065984,7,12,36,12.0,1,7,6.0
305,224,11816,225190014412128256,7,12,34,10.0,1,3,6.0
306,225,11833,526921912316592128,7,12,35,11.0,1,1,3.0
307,226,11890,860188559619915776,7,12,36,10.0,1,7,6.0
308,226,11797,860188559619915776,7,12,33,10.0,1,7,6.0
309,227,13309,562955657137881088,7,12,88,12.0,1,3,3.0
310,227,13325,562955657137881088,7,12,89,12.0,1,3,3.0
311,228,13311,0,7,12,88,0.0,1,24,7.0
312,229,11929,436850538244472832,7,12,38,10.0,1,1,2.0
313,230,11989,779127339740037120,7,12,40,11.0,1,1,1.0
314,231,12040,337777393756274688,7,12,42,11.0,1,9,7.0
315,231,12104,337777393756274688,7,12,44,11.0,1,9,7.0
316,232,12058,0,7,12,43,0.0,1,24,7.0
317,233,13250,292735350168616960,7,12,87,10.0,1,6,5.0
318,233,13345,292735350168616960,7,12,90,10.0,1,6,5.0
319,234,12081,90072336144793600,7,12,44,11.0,1,1,1.0
320,235,12113,216176974001864704,7,12,45,14.0,1,2,2.0
321,235,12126,216176974001864704,7,12,46,14.0,1,2,2.0
322,236,12116,166640676635672576,7,12,46,12.0,1,1,1.0
323,237,12125,409828184566005760,7,12,46,9.0,1,1,1.0
324,238,12129,941253627790491648,7,12,46,12.0,1,2,2.0
325,239,12328,27025583493873664,7,12,54,8.0,1,1,1.0
326,240,12493,680047254584688640,7,12,60,12.0,1,2,1.0
327,240,12612,680047254584688640,7,12,63,12.0,1,2,1.0
328,241,12540,171137747912753152,7,12,61,10.0,1,2,1.0
329,241,12470,171137747912753152,7,12,59,10.0,1,2,1.0
330,242,12543,139619422468833280,7,12,61,12.0,1,1,1.0
331,243,12544,306245324417007616,7,12,61,11.0,1,3,7.0
332,244,12547,22530436362141696,7,12,61,14.0,1,4,3.0
333,245,12571,9008230046892032,7,12,63,11.0,1,8,6.0
334,246,12597,301748184420450304,7,12,63,13.0,1,11,6.0
335,246,12523,301748184420450304,7,12,60,13.0,1,11,6.0
336,247,12622,0,7,12,65,0.0,1,24,7.0
337,248,12655,968277768175353856,7,12,66,14.0,1,1,1.0
338,249,12750,301754369173356544,7,12,68,11.0,1,8,6.0
339,250,12778,734091687063715840,7,12,71,12.0,1,6,7.0
340,251,12810,301745504360857600,7,12,72,14.0,1,5,7.0
341,251,12764,301745504360857600,7,12,70,14.0,1,5,7.0
342,252,12883,238697102442496000,7,12,75,11.0,1,1,1.0
343,253,12952,914241719472488448,7,12,78,6.0,1,1,1.0
344,254,12964,671047889350295552,7,12,79,11.0,1,7,4.0
345,254,12847,671047889350295552,7,12,74,11.0,1,7,4.0
346,254,12910,671047889350295552,7,12,77,11.0,1,7,4.0
347,255,13002,801641214708285440,7,12,79,12.0,1,9,6.0
348,255,12911,801641214708285440,7,12,77,12.0,1,9,6.0
349,256,13020,0,7,12,80,0.0,1,24,7.0
350,257,13028,216179585341980672,7,12,81,9.0,1,3,2.0
351,257,13116,216179585341980672,7,12,83,9.0,1,3,2.0
352,258,13032,391813717337047040,7,12,81,14.0,1,4,7.0
353,258,13126,391813717337047040,7,12,83,14.0,1,4,7.0
354,259,13043,180145222045401088,7,12,82,14.0,1,4,5.0
355,260,13106,671048095508725760,7,12,82,11.0,1,9,6.0
356,260,13150,671048095508725760,7,12,85,11.0,1,9,6.0
357,261,13129,180145015886970880,7,12,83,14.0,1,5,7.0
358,262,13142,495403793031102464,7,12,84,15.0,1,2,1.0
359,262,13120,495403793031102464,7,12,83,15.0,1,2,1.0
360,263,13214,954765320025800704,7,12,85,11.0,1,8,6.0
361,263,13044,954765320025800704,7,12,82,11.0,1,8,6.0
362,264,13236,418860810027139072,7,12,87,11.0,1,5,3.0
363,264,13192,418860810027139072,7,12,85,11.0,1,5,3.0
364,265,13299,0,7,12,88,0.0,1,24,7.0
365,266,13300,220677068935921664,7,12,88,12.0,1,3,7.0
366,267,13316,711572589415235584,7,12,88,14.0,1,1,1.0
367,268,13448,864699580950773760,7,12,93,6.0,1,4,3.0
368,268,13567,864699580950773760,7,12,96,6.0,1,4,3.0
369,269,13461,63050600941617152,7,12,93,10.0,1,5,7.0
370,270,13465,337776431683600384,7,12,93,13.0,1,10,6.0
371,270,13528,337776431683600384,7,12,96,13.0,1,10,6.0
372,271,13640,968276393785819136,7,12,100,12.0,1,2,2.0
373,272,13682,202663357621207040,7,12,101,13.0,1,9,6.0
374,272,13760,202663357621207040,7,12,104,13.0,1,9,6.0
375,273,13705,409833201087807488,7,12,102,15.0,1,2,7.0
376,274,13706,445859318047178752,7,12,102,18.0,1,5,7.0
377,274,13711,445859318047178752,7,12,103,18.0,1,5,7.0
378,275,13907,301748459298357248,7,14,2,7.0,1,2,1.0
379,275,13926,301748459298357248,7,14,3,7.0,1,2,1.0
380,276,13908,734105362239586304,7,14,2,12.0,1,2,1.0
381,276,16873,734105362239586304,7,14,108,12.0,1,2,1.0
382,277,13916,45037439382716416,7,14,2,14.0,1,1,2.0
383,278,13920,0,7,14,3,0.0,1,24,7.0
384,279,13927,391813648634351617,7,14,3,7.0,1,1,2.0
385,280,13934,598981361780391936,7,14,3,11.0,1,1,3.0
386,281,14000,968282303660818432,7,14,5,11.0,1,1,2.0
387,282,14006,837684717695270912,7,14,5,10.0,1,1,3.0
388,283,14089,454871190226337792,7,14,7,15.0,1,2,3.0
389,283,14001,454871190226337792,7,14,5,15.0,1,2,3.0
390,284,14097,328763391273336832,7,14,7,6.0,1,1,1.0
391,285,14099,355784576720699392,7,14,8,12.0,1,1,7.0
392,286,14350,684548174152466432,7,14,15,11.0,1,1,3.0
393,287,14102,824163129872097282,7,14,8,11.0,1,1,3.0
394,288,14103,220688407649583104,7,14,8,11.0,1,1,3.0
395,289,14105,225204789099626496,7,14,8,13.0,1,1,4.0
396,290,14106,225184035817652224,7,14,8,11.0,1,3,7.0
397,291,14107,63066750018650112,7,14,8,10.0,1,1,1.0
398,292,14137,734097115902377984,7,14,9,11.0,1,4,7.0
399,293,14435,324272436029685760,7,14,19,12.0,1,2,2.0
400,294,14175,671072628361920512,7,14,10,12.0,1,4,4.0
401,295,14178,265714920635498496,7,14,10,14.0,1,2,1.0
402,295,14110,265714920635498496,7,14,8,14.0,1,2,1.0
403,296,14181,27032111844163584,7,14,10,12.0,1,1,1.0
404,297,14193,671040879963668480,7,14,11,12.0,1,2,1.0
405,297,14266,671040879963668480,7,14,13,12.0,1,2,1.0
406,298,14195,734096703585517568,7,14,11,6.0,1,3,4.0
407,299,14196,63053212281733120,7,14,11,11.0,1,1,1.0
408,300,14201,0,7,14,11,0.0,1,24,7.0
409,301,14265,355784439281745920,7,14,12,10.0,1,7,7.0
410,302,14267,671056341845934080,7,14,13,10.0,1,1,2.0
411,303,14269,851181703962558464,7,14,13,3.0,1,1,2.0
412,304,14277,90072473583747072,7,14,13,12.0,1,1,3.0
413,305,14283,968296253714595840,7,14,13,11.0,1,1,3.0
414,306,14284,878205844347420672,7,14,13,12.0,1,1,2.0
415,307,14349,301761378559983616,7,14,15,6.0,1,1,1.0
416,308,14352,743105964424560640,7,14,15,11.0,1,2,1.0
417,309,14357,0,7,14,15,0.0,1,24,7.0
418,310,14359,94579921501814784,7,14,15,14.0,1,1,1.0
419,311,14360,225183348622884864,7,14,15,14.0,1,2,3.0
420,311,14268,225183348622884864,7,14,13,14.0,1,2,3.0
421,312,14361,747609220454547456,7,14,16,10.0,1,1,2.0
422,313,14362,220700227399581696,7,14,16,11.0,1,1,3.0
423,314,14364,743105964424560640,7,14,16,11.0,1,2,1.0
424,315,14373,117099431467155456,7,14,16,14.0,1,2,2.0
425,315,14428,117099431467155456,7,14,18,14.0,1,2,2.0
426,316,14424,67554819044278272,7,14,18,14.0,1,1,1.0
427,317,14429,779123972502458369,7,14,18,10.0,1,2,2.0
428,318,14430,716074539775164416,7,14,18,11.0,1,4,7.0
429,318,14372,716074539775164416,7,14,16,11.0,1,4,7.0
430,319,14431,4506348406439936,7,14,19,11.0,1,1,2.0
431,320,14497,734102132424179712,7,14,21,9.0,1,1,1.0
432,321,14499,851198883831742464,7,14,21,8.0,1,1,2.0
433,322,14502,810650956583665664,7,14,21,14.0,1,2,7.0
434,323,14503,0,7,14,21,0.0,1,24,7.0
