node_idx,hit_id,particle_id,volume_id,layer_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7
130,227,657530768276324352,7,2,17,12.0,1,10
131,182,941254108826828800,7,2,14,13.0,1,10
131,223,941254108826828800,7,2,17,13.0,1,10
132,183,261209877899116544,7,2,14,10.0,1,8
132,158,261209877899116544,7,2,12,10.0,1,8
133,185,747603516737978368,7,2,14,13.0,1,10
134,186,135108057540591616,7,2,14,14.0,1,11
135,187,211676466750947328,7,2,14,14.0,1,11
136,188,153126854096584704,7,2,14,15.0,1,12
137,189,337782685155983360,7,2,14,16.0,1,13
137,217,337782685155983360,7,2,17,16.0,1,13
138,190,707066309728272384,7,2,14,13.0,1,10
139,192,743095656503050240,7,2,14,13.0,1,10
140,193,914233885452140544,7,2,14,10.0,1,8
141,194,716072546910339072,7,2,14,12.0,1,9
142,195,707067958995714048,7,2,14,12.0,1,9
143,196,202663769938067456,7,2,14,14.0,1,11
143,160,202663769938067456,7,2,12,14.0,1,11
144,197,220680230031851520,7,2,14,13.0,1,10
144,149,220680230031851520,7,2,12,13.0,1,10
145,430,94576691686408192,7,2,33,14.0,1,11
146,431,797153214402134016,7,2,33,12.0,1,10
147,432,562954420187299840,7,2,33,14.0,1,12
148,200,337771964917612544,7,2,15,12.0,1,8
149,201,445866396153282560,7,2,15,12.0,1,8
150,384,117104447988957184,7,2,30,12.0,1,9
150,427,117104447988957184,7,2,32,12.0,1,9
151,385,418840194184118272,7,2,30,14.0,1,9
152,386,166635179077533696,7,2,30,12.0,1,9
153,204,153128572083503104,7,2,15,11.0,1,5
154,205,693554823651393536,7,2,15,9.0,1,5
155,211,225182798867070976,7,2,16,12.0,1,9
156,213,743107544972525568,7,2,16,12.0,1,10
156,207,743107544972525568,7,2,15,12.0,1,10
157,214,734121648755572736,7,2,16,15.0,1,8
157,229,734121648755572736,7,2,18,15.0,1,8
158,215,396317248244940800,7,2,16,12.0,1,8
159,216,851181360365174784,7,2,17,12.0,1,9
160,218,9008298766368768,7,2,17,13.0,1,10
161,219,873731656656093184,7,2,17,12.0,1,4
162,220,801652003666132992,7,2,17,12.0,1,9
163,221,252202197608038400,7,2,17,15.0,1,12
164,222,63058434961965056,7,2,17,15.0,1,12
165,224,270217901787578368,7,2,17,14.0,1,11
166,226,968276462505295872,7,2,17,13.0,1,10
167,228,468374567404961792,7,2,17,12.0,1,10
168,231,292755072658440192,7,2,18,14.0,1,9
169,233,851185895850639360,7,2,18,10.0,1,6
170,234,220676656619061248,7,2,18,12.0,1,10
170,238,220676656619061248,7,2,19,12.0,1,10
171,235,90076046996537344,7,2,18,12.0,1,7
172,236,864701092779261952,7,2,19,9.0,1,7
173,239,319755642262781952,7,2,19,11.0,1,7
174,240,369300254685659136,7,2,19,12.0,1,8
175,465,594476181605056512,7,2,35,13.0,1,10
175,449,594476181605056512,7,2,34,13.0,1,10
176,466,671050500690411520,7,2,35,12.0,1,9
176,490,671050500690411520,7,2,37,12.0,1,9
177,243,301759866731495424,7,2,19,13.0,1,10
178,246,954769305755451392,7,2,20,15.0,1,12
179,580,851186926642790400,7,2,44,15.0,1,12
180,248,968286083232038912,7,2,20,13.0,1,7
180,298,968286083232038912,7,2,23,13.0,1,7
181,249,851186376886976512,7,2,20,11.0,1,9
181,282,851186376886976512,7,2,23,11.0,1,9
182,250,941254040107352064,7,2,20,13.0,1,10
182,295,941254040107352064,7,2,23,13.0,1,10
183,251,693554686212440064,7,2,20,12.0,1,9
184,411,873707398680805376,7,2,31,13.0,1,10
185,412,427843820026068992,7,2,31,14.0,1,11
186,253,220695279597256704,7,2,20,15.0,1,12
187,256,905224006137806848,7,2,20,14.0,1,11
187,283,905224006137806848,7,2,23,14.0,1,11
188,257,873731587936616448,7,2,20,14.0,1,6
188,288,873731587936616448,7,2,23,14.0,1,6
189,258,860191995593752576,7,2,20,14.0,1,11
189,281,860191995593752576,7,2,23,14.0,1,11
190,259,801651591349272576,7,2,20,14.0,1,12
190,287,801651591349272576,7,2,23,14.0,1,12
191,260,117093727750586368,7,2,20,13.0,1,10
192,261,797140363859984384,7,2,20,13.0,1,10
193,262,684570164385021952,7,2,21,12.0,1,9
193,245,684570164385021952,7,2,19,12.0,1,9
194,265,454866586021396480,7,2,21,13.0,1,10
195,266,954769099597021184,7,2,21,9.0,1,6
196,267,657547054792310784,7,2,21,10.0,1,8
197,268,45043899013529600,7,2,21,9.0,1,6
198,269,454868785044652032,7,2,22,13.0,1,11
199,270,265714302160207872,7,2,22,11.0,1,8
200,271,954765594903707648,7,2,22,10.0,1,5
201,272,662035055098462208,7,2,22,8.0,1,6
202,273,63061458618941440,7,2,22,16.0,1,12
202,301,63061458618941440,7,2,24,16.0,1,12
203,274,63067986969231360,7,2,22,12.0,1,10
204,275,873736604458418176,7,2,22,11.0,1,9
205,276,954768481121730560,7,2,22,10.0,1,7
206,277,819656850168348672,7,2,23,10.0,1,8
207,278,797142700322193408,7,2,23,16.0,1,13
207,317,797142700322193408,7,2,25,16.0,1,13
208,279,238694353663426560,7,2,23,14.0,1,11
209,280,851186239448023040,7,2,23,12.0,1,9
210,284,409830727186644992,7,2,23,15.0,1,12
210,255,409830727186644992,7,2,20,15.0,1,12
211,285,671043147706400768,7,2,23,13.0,1,10
212,286,445866327433805824,7,2,23,14.0,1,11
213,292,801651797507702784,7,2,23,14.0,1,11
214,293,594475975446626304,7,2,23,13.0,1,10
214,311,594475975446626304,7,2,25,13.0,1,10
215,294,968291443351224320,7,2,23,14.0,1,11
216,297,27036166293291008,7,2,23,14.0,1,11
217,299,225189876973174784,7,2,24,11.0,1,7
218,300,220700296119058432,7,2,24,13.0,1,9
219,302,166643287975788544,7,2,24,15.0,1,12
219,341,166643287975788544,7,2,26,15.0,1,12
220,303,180146458995982336,7,2,24,12.0,1,10
220,340,180146458995982336,7,2,26,12.0,1,10
221,305,662034367903694848,7,2,24,14.0,1,9
222,306,671040948683145216,7,2,24,10.0,1,7
223,308,360290169212895232,7,2,24,13.0,1,12
224,309,873707536119758848,7,2,24,13.0,1,10
224,333,873707536119758848,7,2,26,13.0,1,10
225,313,292744902175883264,7,2,25,12.0,1,9
226,314,166643150536835072,7,2,25,12.0,1,10
226,357,166643150536835072,7,2,28,12.0,1,10
227,315,873712277763653632,7,2,25,14.0,1,5
228,316,423342007105093632,7,2,25,14.0,1,8
228,290,423342007105093632,7,2,23,14.0,1,8
229,318,765615235187867648,7,2,25,12.0,1,9
230,319,801651660068749312,7,2,25,12.0,1,10
230,365,801651660068749312,7,2,28,12.0,1,10
231,320,211669388644843520,7,2,25,14.0,1,11
231,296,211669388644843520,7,2,23,14.0,1,11
232,321,382808098630270976,7,2,25,11.0,1,8
232,289,382808098630270976,7,2,23,11.0,1,8
233,322,27034448306372608,7,2,25,14.0,1,11
234,323,180148039543947264,7,2,25,14.0,1,11
235,324,63055480024465408,7,2,25,11.0,1,9
235,291,63055480024465408,7,2,23,11.0,1,9
236,325,801652278544039936,7,2,25,12.0,1,9
237,326,63052181489582080,7,2,25,14.0,1,11
238,327,202669473654636544,7,2,25,13.0,1,10
239,328,639511284525563904,7,2,25,14.0,1,11
240,329,450361130968154112,7,2,25,12.0,1,9
241,330,860188490900439040,7,2,25,15.0,1,12
242,331,166640401757765632,7,2,25,16.0,1,13
242,360,166640401757765632,7,2,28,16.0,1,13
243,332,243194586036436992,7,2,26,11.0,1,9
243,348,243194586036436992,7,2,27,11.0,1,9
244,335,364807444016136192,7,2,26,12.0,1,9
245,338,495397676997672960,7,2,26,12.0,1,10
246,339,306245599294914560,7,2,26,11.0,1,7
247,342,450360031456526336,7,2,26,14.0,1,10
248,343,364801877738520576,7,2,26,10.0,1,7
249,344,824160037478858752,7,2,26,12.0,1,9
249,304,824160037478858752,7,2,24,12.0,1,9
250,347,220686277345804288,7,2,27,14.0,1,11
251,349,954766488256905216,7,2,27,14.0,1,11
252,351,135109981685940224,7,2,27,12.0,1,8
253,352,301748115700973568,7,2,27,14.0,1,10
254,353,752108422035406848,7,2,27,13.0,1,10
254,334,752108422035406848,7,2,26,13.0,1,10
255,358,220680848507142144,7,2,28,11.0,1,9
256,359,639511834298175490,7,2,28,13.0,1,5
257,361,765615235187867648,7,2,28,12.0,1,9
258,362,40533221280055296,7,2,28,12.0,1,9
259,363,639525990493585408,7,2,28,14.0,1,11
259,394,639525990493585408,7,2,31,14.0,1,11
260,364,639511284525563904,7,2,28,14.0,1,11
261,589,743107613692002304,7,2,44,13.0,1,11
262,590,648530440969256960,7,2,44,13.0,1,10
263,591,117099087869771776,7,2,45,12.0,1,9
263,568,117099087869771776,7,2,43,12.0,1,9
264,366,22522533622317056,7,2,28,12.0,1,9
265,368,166634904199626752,7,2,28,12.0,1,9
265,397,166634904199626752,7,2,31,12.0,1,9
266,369,639523104275562496,7,2,28,15.0,1,12
267,370,585474273750024192,7,2,28,13.0,1,11
268,371,139613924910694400,7,2,28,12.0,1,9
269,372,810654461276979200,7,2,28,12.0,1,10
270,373,598979643793473536,7,2,29,12.0,1,9
270,383,598979643793473536,7,2,30,12.0,1,9
271,375,734102063704702976,7,2,29,17.0,1,11
272,376,454868716325175296,7,2,29,11.0,1,6
272,382,454868716325175296,7,2,30,11.0,1,6
273,379,306252402523111424,7,2,29,16.0,1,11
274,381,657528775411499008,7,2,29,15.0,1,12
274,350,657528775411499008,7,2,27,15.0,1,12
275,718,261209809179639808,7,2,56,12.0,1,9
275,735,261209809179639808,7,2,57,12.0,1,9
276,719,22530505081618432,7,2,56,12.0,1,8
277,720,864702879485657088,7,2,56,12.0,1,8
278,722,864705696984203264,7,2,56,14.0,1,12
279,387,396317729281277952,7,2,30,11.0,1,9
279,378,396317729281277952,7,2,29,11.0,1,9
280,767,824162373941067776,7,2,59,14.0,1,10
280,727,824162373941067776,7,2,57,14.0,1,10
281,768,675544342152085504,7,2,59,11.0,1,9
282,769,743120120636768256,7,2,60,10.0,1,8
283,771,941266203454734336,7,2,60,14.0,1,11
284,392,18020583262388224,7,2,30,12.0,1,10
284,380,18020583262388224,7,2,29,12.0,1,10
285,396,954763876916789248,7,2,31,15.0,1,12
286,398,639518362631667712,7,2,31,12.0,1,9
286,367,639518362631667712,7,2,28,12.0,1,9
287,399,544935967228690432,7,2,31,11.0,1,9
288,400,427843270270255104,7,2,31,12.0,1,9
289,401,220678374605979648,7,2,31,13.0,1,10
290,402,364807375296659456,7,2,31,14.0,1,11
291,403,648526180361699328,7,2,31,10.0,1,7
292,404,734108660774469632,7,2,31,12.0,1,9
293,405,27025514774396928,7,2,31,13.0,1,11
294,407,535931654191972352,7,2,31,13.0,1,10
295,410,292744833456406528,7,2,31,14.0,1,11
296,860,220689094844350464,7,2,66,13.0,1,11
297,861,274724387632971776,7,2,66,16.0,1,13
297,895,274724387632971776,7,2,68,16.0,1,13
298,862,117101424331980800,7,2,66,13.0,1,10
298,901,117101424331980800,7,2,68,13.0,1,10
299,865,216187694240235520,7,2,66,10.0,1,7
299,808,216187694240235520,7,2,63,10.0,1,7
300,414,112595419522924544,7,2,31,15.0,1,12
301,415,315255753487155200,7,2,32,11.0,1,6
302,416,639529770064805888,7,2,32,16.0,1,12
302,391,639529770064805888,7,2,30,16.0,1,12
303,421,409829421516587008,7,2,32,14.0,1,10
304,423,364816789864972288,7,2,32,11.0,1,7
305,424,445866945909096448,7,2,32,8.0,1,3
306,428,409837461695365120,7,2,33,10.0,1,8
306,470,409837461695365120,7,2,36,10.0,1,8
307,429,103585265330683904,7,2,33,13.0,1,10
308,907,364796517619335168,7,2,69,11.0,1,6
309,910,117106303414829056,7,2,69,12.0,1,9
310,911,801643619889971200,7,2,69,14.0,1,9
311,912,274725143547215872,7,2,69,11.0,1,8
311,875,274725143547215872,7,2,67,11.0,1,8
312,433,364812666696368128,7,2,33,16.0,1,13
312,478,364812666696368128,7,2,36,16.0,1,13
313,434,220686208626327552,7,2,33,15.0,1,12
313,413,220686208626327552,7,2,31,15.0,1,12
314,435,707066378447749120,7,2,33,14.0,1,11
315,436,364816858584449024,7,2,33,13.0,1,10
316,437,635010914713600000,7,2,33,12.0,1,10
317,438,743107476253048832,7,2,33,14.0,1,11
318,439,202666175119753216,7,2,33,15.0,1,12
318,475,202666175119753216,7,2,36,15.0,1,12
319,440,657533723213824000,7,2,33,15.0,1,12
319,409,657533723213824000,7,2,31,15.0,1,12
320,441,369296543833915392,7,2,33,11.0,1,9
321,442,180150238567202816,7,2,33,14.0,1,11
321,408,180150238567202816,7,2,31,14.0,1,11
322,444,94580471257628672,7,2,33,14.0,1,9
323,445,905224487174144000,7,2,33,14.0,1,11
324,446,797138714592542720,7,2,34,11.0,1,8
325,447,220695210877779968,7,2,34,13.0,1,10
325,425,220695210877779968,7,2,32,13.0,1,10
326,450,423342144544047104,7,2,34,13.0,1,8
326,422,423342144544047104,7,2,32,13.0,1,8
327,451,671050431970934784,7,2,34,14.0,1,11
328,452,788130690704080896,7,2,34,11.0,1,4
329,453,797144968064925696,7,2,34,15.0,1,12
329,426,797144968064925696,7,2,32,15.0,1,12
330,454,639529701345329152,7,2,34,12.0,1,8
331,455,220678443325456384,7,2,34,13.0,1,11
332,458,454866104985059328,7,2,35,8.0,1,4
333,459,571960038894075904,7,2,35,12.0,1,9
334,460,369296337675485184,7,2,35,11.0,1,6
335,462,432348725323497472,7,2,35,11.0,1,9
335,448,432348725323497472,7,2,34,11.0,1,9
336,955,864706040581586944,7,2,72,10.0,1,8
337,956,864701642535075840,7,2,72,13.0,1,10
338,957,734107286384934912,7,2,72,12.0,1,7
339,958,0,7,2,72,0.0,1,123
340,959,112591433793273856,7,2,72,10.0,1,7
341,960,662034436623171584,7,2,72,13.0,1,10
342,468,765614273115193344,7,2,36,14.0,1,12
343,471,743107476253048832,7,2,36,14.0,1,11
344,472,445881858035548160,7,2,36,12.0,1,2
345,473,905224487174144000,7,2,36,14.0,1,11
346,477,950262819910057984,7,2,36,11.0,1,8
346,443,950262819910057984,7,2,33,11.0,1,8
347,479,427842308197580800,7,2,36,14.0,1,11
348,480,364816858584449024,7,2,36,13.0,1,10
349,482,743128160815546368,7,2,36,12.0,1,9
350,483,238694697260810240,7,2,36,13.0,1,10
351,484,423342213263523840,7,2,36,14.0,1,11
352,485,968276668663726080,7,2,36,13.0,1,11
353,487,454866448582443008,7,2,36,14.0,1,11
354,488,337790244298424320,7,2,37,12.0,1,9
355,489,797138645873065984,7,2,37,12.0,1,7
356,491,860188559619915776,7,2,37,10.0,1,7
357,493,517927082567663616,7,2,37,11.0,1,9
357,496,517927082567663616,7,2,38,11.0,1,9
358,495,265713202648580096,7,2,37,12.0,1,10
358,503,265713202648580096,7,2,38,12.0,1,10
359,497,229685367702290432,7,2,38,13.0,1,9
360,499,130605901022232576,7,2,38,12.0,1,9
360,494,130605901022232576,7,2,37,12.0,1,9
361,500,333268640168148992,7,2,38,13.0,1,10
362,501,337775538330402816,7,2,38,11.0,1,7
363,505,639532106527014912,7,2,38,11.0,1,2
363,531,639532106527014912,7,2,40,11.0,1,2
364,506,225193312947011584,7,2,38,12.0,1,9
365,507,103588770023997440,7,2,38,12.0,1,9
366,508,837680869404573696,7,2,39,10.0,1,8
366,559,837680869404573696,7,2,42,10.0,1,8
367,510,216173125711167488,7,2,39,12.0,1,10
367,556,216173125711167488,7,2,42,12.0,1,10
368,511,810655217191223296,7,2,39,13.0,1,10
369,512,896216669444112384,7,2,39,11.0,1,8
369,481,896216669444112384,7,2,36,11.0,1,8
370,513,4522360044519424,7,2,39,12.0,1,10
371,514,63076783062253568,7,2,39,13.0,1,10
372,515,711577812095467520,7,2,39,12.0,1,9
372,486,711577812095467520,7,2,36,12.0,1,9
373,516,648522194632048640,7,2,39,12.0,1,9
374,517,292756859364835328,7,2,39,11.0,1,8
374,547,292756859364835328,7,2,42,11.0,1,8
375,518,112595144645017600,7,2,39,11.0,1,8
375,476,112595144645017600,7,2,36,11.0,1,8
376,519,418841637293129728,7,2,39,14.0,1,11
377,520,873707329961328640,7,2,39,13.0,1,10
378,522,684555458417000448,7,2,39,15.0,1,12
379,523,589974231245127680,7,2,39,15.0,1,12
380,524,495402968397381632,7,2,39,14.0,1,11
381,525,238694697260810240,7,2,39,13.0,1,10
382,526,878206943859048448,7,2,39,12.0,1,9
382,467,878206943859048448,7,2,36,12.0,1,9
383,527,319755848421212160,7,2,40,12.0,1,10
383,537,319755848421212160,7,2,41,12.0,1,10
384,529,297238468759650304,7,2,40,12.0,1,9
385,530,639511834298167298,7,2,40,13.0,1,1
386,533,941253902668398592,7,2,40,13.0,1,11
386,502,941253902668398592,7,2,38,13.0,1,11
387,540,594475425690812416,7,2,41,12.0,1,10
388,542,274720127025414144,7,2,41,16.0,1,13
388,528,274720127025414144,7,2,40,16.0,1,13
389,543,797145723979169792,7,2,42,11.0,1,9
390,545,684557794879209472,7,2,42,14.0,1,11
391,546,585477572284907520,7,2,42,13.0,1,10
392,548,941253765229445120,7,2,42,11.0,1,8
392,581,941253765229445120,7,2,44,11.0,1,8
393,549,702563740893052928,7,2,42,13.0,1,11
394,550,639518774948528128,7,2,42,12.0,1,9
395,551,220685452712083456,7,2,42,10.0,1,8
396,553,734108729493946368,7,2,42,10.0,1,8
397,554,589974231245127680,7,2,42,15.0,1,12
398,555,873744094881382400,7,2,42,14.0,1,11
399,561,117104585427910656,7,2,43,11.0,1,9
399,541,117104585427910656,7,2,41,11.0,1,9
400,562,112591708671180800,7,2,43,10.0,1,6
401,564,292741947238383616,7,2,43,9.0,1,4
402,566,526921843597115392,7,2,43,16.0,1,11
403,567,630505184782450688,7,2,43,13.0,1,10
404,569,585477434845954048,7,2,43,10.0,1,6
404,536,585477434845954048,7,2,41,10.0,1,6
405,571,364807306577182720,7,2,43,13.0,1,9
405,539,364807306577182720,7,2,41,13.0,1,9
406,572,743128092096069632,7,2,43,11.0,1,8
406,601,743128092096069632,7,2,45,11.0,1,8
407,573,49545368337121280,7,2,43,14.0,1,9
407,535,49545368337121280,7,2,41,14.0,1,9
408,574,202669404935159808,7,2,44,13.0,1,10
409,575,873744094881382400,7,2,44,14.0,1,11
410,576,139620040944123904,7,2,44,12.0,1,9
410,560,139620040944123904,7,2,42,12.0,1,9
411,577,585477503565430784,7,2,44,16.0,1,13
411,557,585477503565430784,7,2,42,16.0,1,13
412,1127,684549823419908096,7,2,85,13.0,1,10
412,1088,684549823419908096,7,2,82,13.0,1,10
413,1129,432349962274078720,7,2,85,16.0,1,13
414,1130,716072615629815808,7,2,85,14.0,1,11
414,1164,716072615629815808,7,2,87,14.0,1,11
415,1131,247698597980667904,7,2,85,11.0,1,8
416,1132,220684009603072000,7,2,85,12.0,1,9
417,582,364804351639683072,7,2,44,14.0,1,11
418,584,153131458301526016,7,2,44,14.0,1,11
419,585,734089831637843968,7,2,44,12.0,1,9
420,586,418858748442836992,7,2,44,9.0,1,6
420,608,418858748442836992,7,2,47,9.0,1,6
421,587,94580539977105408,7,2,44,15.0,1,12
422,588,333268502729195520,7,2,44,12.0,1,9
422,544,333268502729195520,7,2,42,12.0,1,9
423,1255,225180050088001536,7,2,93,15.0,1,12
