node_idx,hit_id,particle_id,volume_id,layer_id,module_id,nhits
69,128,157627911103315968,7,2,10,16.0
70,100,153123349403271168,7,2,8,10.0
71,103,657534066811207680,7,2,8,16.0
72,104,558454600131149824,7,2,9,16.0
72,61,558454600131149824,7,2,6,16.0
73,105,418835727418130432,7,2,9,11.0
73,163,418835727418130432,7,2,12,11.0
74,106,324262059388698624,7,2,9,17.0
74,155,324262059388698624,7,2,12,17.0
75,198,153123280683794432,7,2,15,13.0
76,108,292738373825593344,7,2,9,14.0
76,150,292738373825593344,7,2,12,14.0
77,109,968279005125935104,7,2,9,13.0
78,110,337777256317321216,7,2,9,14.0
78,70,337777256317321216,7,2,6,14.0
79,252,171138435107520512,7,2,20,11.0
79,225,171138435107520512,7,2,17,11.0
80,113,671056548004364288,7,2,9,12.0
81,114,779123010413002752,7,2,9,15.0
82,247,499900589430276096,7,2,20,13.0
83,116,707073044236992512,7,2,9,11.0
83,165,707073044236992512,7,2,12,11.0
84,184,94577859917512704,7,2,14,12.0
84,148,94577859917512704,7,2,12,12.0
85,117,220686071187374080,7,2,9,14.0
86,119,153138742566060032,7,2,9,13.0
87,121,954766625695858688,7,2,9,13.0
88,122,90075978277060608,7,2,9,11.0
89,123,671038268623552512,7,2,9,16.0
90,125,801657844821655552,7,2,10,11.0
91,127,968291374631747584,7,2,10,15.0
91,94,968291374631747584,7,2,8,15.0
92,129,707072975517515776,7,2,10,12.0
93,130,418835864857083904,7,2,10,10.0
93,91,418835864857083904,7,2,8,10.0
94,131,166645212121137152,7,2,10,15.0
94,102,166645212121137152,7,2,8,15.0
95,132,693555373407207424,7,2,10,10.0
96,133,752103268074651648,7,2,10,10.0
97,134,968285258598318080,7,2,10,14.0
98,135,432346938617102336,7,2,10,13.0
98,144,432346938617102336,7,2,11,13.0
99,136,99081184666976256,7,2,10,12.0
100,241,450361062248677376,7,2,19,14.0
100,264,450361062248677376,7,2,21,14.0
101,139,734105499678539776,7,2,11,13.0
101,167,734105499678539776,7,2,13,13.0
102,140,716074608494641152,7,2,11,11.0
102,166,716074608494641152,7,2,13,11.0
103,142,355786775743954944,7,2,11,11.0
104,143,63053899476500480,7,2,11,13.0
105,145,801650629276598272,7,2,11,14.0
106,146,63058366242488320,7,2,11,11.0
107,147,171138366388043776,7,2,12,13.0
108,151,671038268623552512,7,2,12,16.0
109,152,774621197492027392,7,2,12,12.0
110,154,914233885452140544,7,2,12,10.0
111,156,941263179797757952,7,2,12,15.0
112,157,837670630202540032,7,2,12,13.0
113,159,743099092476887040,7,2,12,11.0
113,181,743099092476887040,7,2,14,11.0
114,161,657530836995801088,7,2,12,13.0
115,162,373799524985995264,7,2,12,13.0
116,164,396317385683894272,7,2,12,11.0
116,111,396317385683894272,7,2,9,11.0
117,168,716074471055687680,7,2,13,10.0
118,169,671045003132272640,7,2,13,10.0
119,170,126102988589629440,7,2,13,12.0
119,199,126102988589629440,7,2,15,12.0
120,171,693555510846160896,7,2,13,12.0
120,203,693555510846160896,7,2,15,12.0
121,172,355784439281745920,7,2,13,10.0
122,173,90075222362816512,7,2,13,11.0
122,209,90075222362816512,7,2,15,11.0
123,174,63053830757023744,7,2,13,11.0
124,388,153126922816061440,7,2,30,12.0
125,389,707065553814028288,7,2,30,12.0
125,417,707065553814028288,7,2,32,12.0
126,390,0,7,2,30,0.0
127,177,968278867686981632,7,2,13,10.0
128,178,153131527021002752,7,2,13,10.0
129,179,738591507119865856,7,2,13,11.0
130,180,657530768276324352,7,2,14,12.0
130,227,657530768276324352,7,2,17,12.0
131,182,941254108826828800,7,2,14,13.0
131,223,941254108826828800,7,2,17,13.0
132,183,261209877899116544,7,2,14,10.0
132,158,261209877899116544,7,2,12,10.0
133,185,747603516737978368,7,2,14,13.0
134,186,135108057540591616,7,2,14,14.0
135,187,211676466750947328,7,2,14,14.0
136,188,153126854096584704,7,2,14,15.0
137,189,337782685155983360,7,2,14,16.0
137,217,337782685155983360,7,2,17,16.0
138,190,707066309728272384,7,2,14,13.0
139,192,743095656503050240,7,2,14,13.0
140,193,914233885452140544,7,2,14,10.0
141,194,716072546910339072,7,2,14,12.0
142,195,707067958995714048,7,2,14,12.0
143,196,202663769938067456,7,2,14,14.0
143,160,202663769938067456,7,2,12,14.0
144,197,220680230031851520,7,2,14,13.0
144,149,220680230031851520,7,2,12,13.0
145,430,94576691686408192,7,2,33,14.0
146,431,797153214402134016,7,2,33,12.0
147,432,562954420187299840,7,2,33,14.0
148,200,337771964917612544,7,2,15,12.0
149,201,445866396153282560,7,2,15,12.0
150,384,117104447988957184,7,2,30,12.0
150,427,117104447988957184,7,2,32,12.0
151,385,418840194184118272,7,2,30,14.0
152,386,166635179077533696,7,2,30,12.0
153,204,153128572083503104,7,2,15,11.0
154,205,693554823651393536,7,2,15,9.0
155,211,225182798867070976,7,2,16,12.0
156,213,743107544972525568,7,2,16,12.0
156,207,743107544972525568,7,2,15,12.0
157,214,734121648755572736,7,2,16,15.0
157,229,734121648755572736,7,2,18,15.0
158,215,396317248244940800,7,2,16,12.0
159,216,851181360365174784,7,2,17,12.0
160,218,9008298766368768,7,2,17,13.0
161,219,873731656656093184,7,2,17,12.0
162,220,801652003666132992,7,2,17,12.0
163,221,252202197608038400,7,2,17,15.0
164,222,63058434961965056,7,2,17,15.0
165,224,270217901787578368,7,2,17,14.0
166,226,968276462505295872,7,2,17,13.0
167,228,468374567404961792,7,2,17,12.0
168,231,292755072658440192,7,2,18,14.0
169,233,851185895850639360,7,2,18,10.0
170,234,220676656619061248,7,2,18,12.0
170,238,220676656619061248,7,2,19,12.0
171,235,90076046996537344,7,2,18,12.0
172,236,864701092779261952,7,2,19,9.0
173,239,319755642262781952,7,2,19,11.0
174,240,369300254685659136,7,2,19,12.0
175,465,594476181605056512,7,2,35,13.0
175,449,594476181605056512,7,2,34,13.0
176,466,671050500690411520,7,2,35,12.0
176,490,671050500690411520,7,2,37,12.0
177,243,301759866731495424,7,2,19,13.0
178,246,954769305755451392,7,2,20,15.0
179,580,851186926642790400,7,2,44,15.0
180,248,968286083232038912,7,2,20,13.0
180,298,968286083232038912,7,2,23,13.0
181,249,851186376886976512,7,2,20,11.0
181,282,851186376886976512,7,2,23,11.0
182,250,941254040107352064,7,2,20,13.0
182,295,941254040107352064,7,2,23,13.0
183,251,693554686212440064,7,2,20,12.0
184,411,873707398680805376,7,2,31,13.0
185,412,427843820026068992,7,2,31,14.0
186,253,220695279597256704,7,2,20,15.0
187,256,905224006137806848,7,2,20,14.0
187,283,905224006137806848,7,2,23,14.0
188,257,873731587936616448,7,2,20,14.0
188,288,873731587936616448,7,2,23,14.0
189,258,860191995593752576,7,2,20,14.0
189,281,860191995593752576,7,2,23,14.0
190,259,801651591349272576,7,2,20,14.0
190,287,801651591349272576,7,2,23,14.0
191,260,117093727750586368,7,2,20,13.0
192,261,797140363859984384,7,2,20,13.0
193,262,684570164385021952,7,2,21,12.0
193,245,684570164385021952,7,2,19,12.0
194,265,454866586021396480,7,2,21,13.0
195,266,954769099597021184,7,2,21,9.0
196,267,657547054792310784,7,2,21,10.0
197,268,45043899013529600,7,2,21,9.0
198,269,454868785044652032,7,2,22,13.0
199,270,265714302160207872,7,2,22,11.0
200,271,954765594903707648,7,2,22,10.0
201,272,662035055098462208,7,2,22,8.0
202,273,63061458618941440,7,2,22,16.0
202,301,63061458618941440,7,2,24,16.0
203,274,63067986969231360,7,2,22,12.0
204,275,873736604458418176,7,2,22,11.0
205,276,954768481121730560,7,2,22,10.0
206,277,819656850168348672,7,2,23,10.0
207,278,797142700322193408,7,2,23,16.0
207,317,797142700322193408,7,2,25,16.0
208,279,238694353663426560,7,2,23,14.0
209,280,851186239448023040,7,2,23,12.0
210,284,409830727186644992,7,2,23,15.0
210,255,409830727186644992,7,2,20,15.0
211,285,671043147706400768,7,2,23,13.0
212,286,445866327433805824,7,2,23,14.0
213,292,801651797507702784,7,2,23,14.0
214,293,594475975446626304,7,2,23,13.0
214,311,594475975446626304,7,2,25,13.0
215,294,968291443351224320,7,2,23,14.0
216,297,27036166293291008,7,2,23,14.0
217,299,225189876973174784,7,2,24,11.0
218,300,220700296119058432,7,2,24,13.0
219,302,166643287975788544,7,2,24,15.0
219,341,166643287975788544,7,2,26,15.0
220,303,180146458995982336,7,2,24,12.0
220,340,180146458995982336,7,2,26,12.0
221,305,662034367903694848,7,2,24,14.0
222,306,671040948683145216,7,2,24,10.0
223,308,360290169212895232,7,2,24,13.0
224,309,873707536119758848,7,2,24,13.0
224,333,873707536119758848,7,2,26,13.0
225,313,292744902175883264,7,2,25,12.0
226,314,166643150536835072,7,2,25,12.0
226,357,166643150536835072,7,2,28,12.0
227,315,873712277763653632,7,2,25,14.0
228,316,423342007105093632,7,2,25,14.0
228,290,423342007105093632,7,2,23,14.0
229,318,765615235187867648,7,2,25,12.0
230,319,801651660068749312,7,2,25,12.0
230,365,801651660068749312,7,2,28,12.0
231,320,211669388644843520,7,2,25,14.0
231,296,211669388644843520,7,2,23,14.0
232,321,382808098630270976,7,2,25,11.0
232,289,382808098630270976,7,2,23,11.0
233,322,27034448306372608,7,2,25,14.0
234,323,180148039543947264,7,2,25,14.0
235,324,63055480024465408,7,2,25,11.0
235,291,63055480024465408,7,2,23,11.0
236,325,801652278544039936,7,2,25,12.0
237,326,63052181489582080,7,2,25,14.0
238,327,202669473654636544,7,2,25,13.0
239,328,639511284525563904,7,2,25,14.0
240,329,450361130968154112,7,2,25,12.0
241,330,860188490900439040,7,2,25,15.0
242,331,166640401757765632,7,2,25,16.0
242,360,166640401757765632,7,2,28,16.0
243,332,243194586036436992,7,2,26,11.0
243,348,243194586036436992,7,2,27,11.0
244,335,364807444016136192,7,2,26,12.0
245,338,495397676997672960,7,2,26,12.0
246,339,306245599294914560,7,2,26,11.0
247,342,450360031456526336,7,2,26,14.0
248,343,364801877738520576,7,2,26,10.0
249,344,824160037478858752,7,2,26,12.0
249,304,824160037478858752,7,2,24,12.0
250,345,445859661644562432,7,2,26,11.0
251,347,220686277345804288,7,2,27,14.0
252,349,954766488256905216,7,2,27,14.0
253,351,135109981685940224,7,2,27,12.0
254,352,301748115700973568,7,2,27,14.0
255,353,752108422035406848,7,2,27,13.0
255,334,752108422035406848,7,2,26,13.0
256,356,445859661644562432,7,2,27,11.0
257,358,220680848507142144,7,2,28,11.0
258,359,639511834298175490,7,2,28,13.0
259,361,765615235187867648,7,2,28,12.0
260,362,40533221280055296,7,2,28,12.0
261,363,639525990493585408,7,2,28,14.0
261,394,639525990493585408,7,2,31,14.0
262,364,639511284525563904,7,2,28,14.0
263,589,743107613692002304,7,2,44,13.0
264,590,648530440969256960,7,2,44,13.0
265,591,117099087869771776,7,2,45,12.0
265,568,117099087869771776,7,2,43,12.0
266,366,22522533622317056,7,2,28,12.0
267,368,166634904199626752,7,2,28,12.0
267,397,166634904199626752,7,2,31,12.0
268,369,639523104275562496,7,2,28,15.0
269,370,585474273750024192,7,2,28,13.0
270,371,139613924910694400,7,2,28,12.0
271,372,810654461276979200,7,2,28,12.0
272,373,598979643793473536,7,2,29,12.0
272,383,598979643793473536,7,2,30,12.0
273,375,734102063704702976,7,2,29,17.0
274,376,454868716325175296,7,2,29,11.0
274,382,454868716325175296,7,2,30,11.0
275,379,306252402523111424,7,2,29,16.0
276,381,657528775411499008,7,2,29,15.0
276,350,657528775411499008,7,2,27,15.0
277,718,261209809179639808,7,2,56,12.0
277,735,261209809179639808,7,2,57,12.0
278,719,22530505081618432,7,2,56,12.0
279,720,864702879485657088,7,2,56,12.0
280,722,864705696984203264,7,2,56,14.0
281,387,396317729281277952,7,2,30,11.0
281,378,396317729281277952,7,2,29,11.0
282,767,824162373941067776,7,2,59,14.0
282,727,824162373941067776,7,2,57,14.0
283,768,675544342152085504,7,2,59,11.0
284,769,743120120636768256,7,2,60,10.0
285,771,941266203454734336,7,2,60,14.0
286,392,18020583262388224,7,2,30,12.0
286,380,18020583262388224,7,2,29,12.0
287,396,954763876916789248,7,2,31,15.0
288,398,639518362631667712,7,2,31,12.0
288,367,639518362631667712,7,2,28,12.0
289,399,544935967228690432,7,2,31,11.0
290,400,427843270270255104,7,2,31,12.0
291,401,220678374605979648,7,2,31,13.0
292,402,364807375296659456,7,2,31,14.0
293,403,648526180361699328,7,2,31,10.0
294,404,734108660774469632,7,2,31,12.0
295,405,27025514774396928,7,2,31,13.0
296,407,535931654191972352,7,2,31,13.0
297,410,292744833456406528,7,2,31,14.0
298,860,220689094844350464,7,2,66,13.0
299,861,274724387632971776,7,2,66,16.0
299,895,274724387632971776,7,2,68,16.0
300,862,117101424331980800,7,2,66,13.0
300,901,117101424331980800,7,2,68,13.0
301,865,216187694240235520,7,2,66,10.0
301,808,216187694240235520,7,2,63,10.0
302,414,112595419522924544,7,2,31,15.0
303,415,315255753487155200,7,2,32,11.0
304,416,639529770064805888,7,2,32,16.0
304,391,639529770064805888,7,2,30,16.0
305,421,409829421516587008,7,2,32,14.0
306,423,364816789864972288,7,2,32,11.0
307,424,445866945909096448,7,2,32,8.0
308,428,409837461695365120,7,2,33,10.0
308,470,409837461695365120,7,2,36,10.0
309,429,103585265330683904,7,2,33,13.0
310,907,364796517619335168,7,2,69,11.0
311,910,117106303414829056,7,2,69,12.0
312,911,801643619889971200,7,2,69,14.0
313,912,274725143547215872,7,2,69,11.0
313,875,274725143547215872,7,2,67,11.0
314,433,364812666696368128,7,2,33,16.0
314,478,364812666696368128,7,2,36,16.0
315,434,220686208626327552,7,2,33,15.0
315,413,220686208626327552,7,2,31,15.0
316,435,707066378447749120,7,2,33,14.0
317,436,364816858584449024,7,2,33,13.0
318,437,635010914713600000,7,2,33,12.0
319,438,743107476253048832,7,2,33,14.0
320,439,202666175119753216,7,2,33,15.0
320,475,202666175119753216,7,2,36,15.0
321,440,657533723213824000,7,2,33,15.0
321,409,657533723213824000,7,2,31,15.0
322,441,369296543833915392,7,2,33,11.0
323,442,180150238567202816,7,2,33,14.0
323,408,180150238567202816,7,2,31,14.0
324,444,94580471257628672,7,2,33,14.0
325,445,905224487174144000,7,2,33,14.0
326,446,797138714592542720,7,2,34,11.0
327,447,220695210877779968,7,2,34,13.0
327,425,220695210877779968,7,2,32,13.0
328,450,423342144544047104,7,2,34,13.0
328,422,423342144544047104,7,2,32,13.0
329,451,671050431970934784,7,2,34,14.0
330,452,788130690704080896,7,2,34,11.0
331,453,797144968064925696,7,2,34,15.0
331,426,797144968064925696,7,2,32,15.0
332,454,639529701345329152,7,2,34,12.0
333,455,220678443325456384,7,2,34,13.0
334,458,454866104985059328,7,2,35,8.0
335,459,571960038894075904,7,2,35,12.0
336,460,369296337675485184,7,2,35,11.0
337,462,432348725323497472,7,2,35,11.0
337,448,432348725323497472,7,2,34,11.0
338,955,864706040581586944,7,2,72,10.0
339,956,864701642535075840,7,2,72,13.0
340,957,734107286384934912,7,2,72,12.0
341,958,0,7,2,72,0.0
342,959,112591433793273856,7,2,72,10.0
343,960,662034436623171584,7,2,72,13.0
344,468,765614273115193344,7,2,36,14.0
345,471,743107476253048832,7,2,36,14.0
346,472,445881858035548160,7,2,36,12.0
347,473,905224487174144000,7,2,36,14.0
348,477,950262819910057984,7,2,36,11.0
348,443,950262819910057984,7,2,33,11.0
349,479,427842308197580800,7,2,36,14.0
350,480,364816858584449024,7,2,36,13.0
351,482,743128160815546368,7,2,36,12.0
352,483,238694697260810240,7,2,36,13.0
353,484,423342213263523840,7,2,36,14.0
354,485,968276668663726080,7,2,36,13.0
355,487,454866448582443008,7,2,36,14.0
356,488,337790244298424320,7,2,37,12.0
357,489,797138645873065984,7,2,37,12.0
358,491,860188559619915776,7,2,37,10.0
359,493,517927082567663616,7,2,37,11.0
359,496,517927082567663616,7,2,38,11.0
360,495,265713202648580096,7,2,37,12.0
360,503,265713202648580096,7,2,38,12.0
361,497,229685367702290432,7,2,38,13.0
362,499,130605901022232576,7,2,38,12.0
362,494,130605901022232576,7,2,37,12.0
363,500,333268640168148992,7,2,38,13.0
364,501,337775538330402816,7,2,38,11.0
365,505,639532106527014912,7,2,38,11.0
365,531,639532106527014912,7,2,40,11.0
366,506,225193312947011584,7,2,38,12.0
367,507,103588770023997440,7,2,38,12.0
368,508,837680869404573696,7,2,39,10.0
368,559,837680869404573696,7,2,42,10.0
369,510,216173125711167488,7,2,39,12.0
369,556,216173125711167488,7,2,42,12.0
370,511,810655217191223296,7,2,39,13.0
371,512,896216669444112384,7,2,39,11.0
371,481,896216669444112384,7,2,36,11.0
372,513,4522360044519424,7,2,39,12.0
373,514,63076783062253568,7,2,39,13.0
374,515,711577812095467520,7,2,39,12.0
374,486,711577812095467520,7,2,36,12.0
375,516,648522194632048640,7,2,39,12.0
376,517,292756859364835328,7,2,39,11.0
376,547,292756859364835328,7,2,42,11.0
377,518,112595144645017600,7,2,39,11.0
377,476,112595144645017600,7,2,36,11.0
378,519,418841637293129728,7,2,39,14.0
379,520,873707329961328640,7,2,39,13.0
380,522,684555458417000448,7,2,39,15.0
381,523,589974231245127680,7,2,39,15.0
382,524,495402968397381632,7,2,39,14.0
383,525,238694697260810240,7,2,39,13.0
384,526,878206943859048448,7,2,39,12.0
384,467,878206943859048448,7,2,36,12.0
385,527,319755848421212160,7,2,40,12.0
385,537,319755848421212160,7,2,41,12.0
386,529,297238468759650304,7,2,40,12.0
387,530,639511834298167298,7,2,40,13.0
388,533,941253902668398592,7,2,40,13.0
388,502,941253902668398592,7,2,38,13.0
389,540,594475425690812416,7,2,41,12.0
390,542,274720127025414144,7,2,41,16.0
390,528,274720127025414144,7,2,40,16.0
391,543,797145723979169792,7,2,42,11.0
392,545,684557794879209472,7,2,42,14.0
393,546,585477572284907520,7,2,42,13.0
394,548,941253765229445120,7,2,42,11.0
394,581,941253765229445120,7,2,44,11.0
395,549,702563740893052928,7,2,42,13.0
396,550,639518774948528128,7,2,42,12.0
397,551,220685452712083456,7,2,42,10.0
398,553,734108729493946368,7,2,42,10.0
399,554,589974231245127680,7,2,42,15.0
400,555,873744094881382400,7,2,42,14.0
401,561,117104585427910656,7,2,43,11.0
401,541,117104585427910656,7,2,41,11.0
402,562,112591708671180800,7,2,43,10.0
403,564,292741947238383616,7,2,43,9.0
404,566,526921843597115392,7,2,43,16.0
405,567,630505184782450688,7,2,43,13.0
406,569,585477434845954048,7,2,43,10.0
406,536,585477434845954048,7,2,41,10.0
407,571,364807306577182720,7,2,43,13.0
407,539,364807306577182720,7,2,41,13.0
408,572,743128092096069632,7,2,43,11.0
408,601,743128092096069632,7,2,45,11.0
409,573,49545368337121280,7,2,43,14.0
409,535,49545368337121280,7,2,41,14.0
410,574,202669404935159808,7,2,44,13.0
411,575,873744094881382400,7,2,44,14.0
412,576,139620040944123904,7,2,44,12.0
412,560,139620040944123904,7,2,42,12.0
413,577,585477503565430784,7,2,44,16.0
413,557,585477503565430784,7,2,42,16.0
414,1127,684549823419908096,7,2,85,13.0
414,1088,684549823419908096,7,2,82,13.0
415,1129,432349962274078720,7,2,85,16.0
416,1130,716072615629815808,7,2,85,14.0
416,1164,716072615629815808,7,2,87,14.0
417,1131,247698597980667904,7,2,85,11.0
418,1132,220684009603072000,7,2,85,12.0
419,582,364804351639683072,7,2,44,14.0
420,584,153131458301526016,7,2,44,14.0
421,585,734089831637843968,7,2,44,12.0
422,586,418858748442836992,7,2,44,9.0
422,608,418858748442836992,7,2,47,9.0
423,587,94580539977105408,7,2,44,15.0
424,588,333268502729195520,7,2,44,12.0
424,544,333268502729195520,7,2,42,12.0
425,1255,225180050088001536,7,2,93,15.0
425,1207,225180050088001536,7,2,90,15.0
426,1257,423340220398698496,7,2,93,12.0
427,1258,648521507437281280,7,2,93,14.0
428,593,337777393756274688,7,2,45,11.0
429,595,90072336144793600,7,2,45,11.0
429,604,90072336144793600,7,2,46,11.0
430,596,130606175900139520,7,2,45,13.0
431,597,454868853764128768,7,2,45,15.0
432,598,63066818738126848,7,2,45,13.0
432,570,63066818738126848,7,2,43,13.0
433,599,364807512735612928,7,2,45,12.0
434,600,225186440999337984,7,2,45,11.0
435,602,337777325036797952,7,2,46,13.0
435,626,337777325036797952,7,2,48,13.0
436,605,153137917932339200,7,2,46,11.0
437,606,819655888095674368,7,2,46,12.0
438,607,238692566957031424,7,2,47,16.0
438,644,238692566957031424,7,2,50,16.0
439,609,382807961191317504,7,2,47,13.0
439,651,382807961191317504,7,2,50,13.0
440,610,292764349787799552,7,2,47,10.0
441,611,157628804456513536,7,2,47,14.0
442,612,103594267582136320,7,2,47,14.0
443,613,225183692220268544,7,2,47,11.0
444,614,427845469293510656,7,2,47,13.0
445,617,662039109547589632,7,2,47,13.0
446,618,648522606948909056,7,2,47,9.0
446,583,648522606948909056,7,2,44,9.0
447,619,968284227806167040,7,2,47,11.0
447,578,968284227806167040,7,2,44,11.0
448,620,27031905685733376,7,2,47,13.0
449,623,734089831637843968,7,2,47,12.0
450,624,693555785724067840,7,2,48,15.0
451,628,306246836245495808,7,2,48,11.0
451,630,306246836245495808,7,2,49,11.0
452,629,594476112885579776,7,2,49,13.0
452,627,594476112885579776,7,2,48,13.0
453,632,225186509718814720,7,2,49,13.0
454,633,292742015957860352,7,2,49,15.0
454,655,292742015957860352,7,2,51,15.0
455,635,864702948205133824,7,2,49,12.0
456,636,810659546518257664,7,2,49,12.0
456,661,810659546518257664,7,2,51,12.0
457,637,103583272465858560,7,2,50,12.0
457,621,103583272465858560,7,2,47,12.0
458,638,707071394969550848,7,2,50,12.0
459,639,639518500070621184,7,2,50,12.0
460,640,27049360432824320,7,2,50,12.0
461,641,662039109547589632,7,2,50,13.0
462,642,409828115846529024,7,2,50,16.0
462,674,409828115846529024,7,2,52,16.0
463,643,90077833702932480,7,2,50,14.0
464,645,454866379862966272,7,2,50,12.0
464,676,454866379862966272,7,2,52,12.0
465,646,432346045263904768,7,2,50,14.0
466,647,837674272334807040,7,2,50,14.0
467,648,103595435813240832,7,2,50,13.0
467,670,103595435813240832,7,2,52,13.0
468,649,837680800685096960,7,2,50,14.0
469,650,968284433964597248,7,2,50,12.0
470,652,306245668014391296,7,2,50,14.0
470,622,306245668014391296,7,2,47,14.0
471,653,220680436190281728,7,2,50,13.0
472,654,734101582668365824,7,2,50,14.0
473,657,229691483735719936,7,2,51,10.0
474,660,153129877753561088,7,2,51,10.0
475,662,675542280567783424,7,2,51,10.0
476,663,4516037852659712,7,2,51,15.0
477,665,873714476786909184,7,2,51,12.0
477,634,873714476786909184,7,2,49,12.0
478,666,445867701823340544,7,2,51,16.0
478,631,445867701823340544,7,2,49,16.0
479,667,932246909572087808,7,2,51,10.0
480,668,27027026602885120,7,2,52,13.0
481,669,887212425126871040,7,2,52,14.0
482,671,657527194863534080,7,2,52,14.0
483,672,225186372279861248,7,2,52,13.0
484,673,391817909225127936,7,2,52,15.0
485,675,454866242424012800,7,2,52,14.0
485,713,454866242424012800,7,2,55,14.0
486,678,157627979822792704,7,2,52,11.0
486,712,157627979822792704,7,2,55,11.0
487,681,734093473770110976,7,2,53,10.0
488,686,743095793942003712,7,2,53,13.0
489,687,99081253386452992,7,2,53,11.0
489,658,99081253386452992,7,2,51,11.0
490,688,243194723475390464,7,2,53,13.0
491,689,675540562580865024,7,2,53,12.0
492,692,333268571448672256,7,2,53,10.0
493,693,923244314522288128,7,2,54,12.0
493,690,923244314522288128,7,2,53,12.0
494,694,337783303631273984,7,2,54,9.0
495,696,445859180608225280,7,2,54,12.0
495,685,445859180608225280,7,2,53,12.0
496,697,369301010599903232,7,2,54,11.0
497,698,27037059646488576,7,2,54,12.0
497,682,27037059646488576,7,2,53,12.0
498,699,418858954601267200,7,2,54,11.0
499,700,445867564384387072,7,2,54,10.0
500,701,94582051805593600,7,2,54,14.0
501,702,639517263120039936,7,2,55,9.0
502,704,54047112538619904,7,2,55,14.0
503,705,639523379153469440,7,2,55,13.0
504,706,238692498237554688,7,2,55,14.0
504,746,238692498237554688,7,2,58,14.0
505,709,418845416864350208,7,2,55,15.0
