node_idx,hit_id,particle_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7
326,450,423342144544047104,34,13.0,1,8
326,422,423342144544047104,32,13.0,1,8
327,451,671050431970934784,34,14.0,1,11
328,452,788130690704080896,34,11.0,1,4
329,453,797144968064925696,34,15.0,1,12
329,426,797144968064925696,32,15.0,1,12
330,454,639529701345329152,34,12.0,1,8
331,455,220678443325456384,34,13.0,1,11
332,458,454866104985059328,35,8.0,1,4
333,459,571960038894075904,35,12.0,1,9
334,460,369296337675485184,35,11.0,1,6
335,462,432348725323497472,35,11.0,1,9
335,448,432348725323497472,34,11.0,1,9
336,955,864706040581586944,72,10.0,1,8
337,956,864701642535075840,72,13.0,1,10
338,957,734107286384934912,72,12.0,1,7
339,958,0,72,0.0,1,123
340,959,112591433793273856,72,10.0,1,7
341,960,662034436623171584,72,13.0,1,10
342,468,765614273115193344,36,14.0,1,12
343,471,743107476253048832,36,14.0,1,11
344,472,445881858035548160,36,12.0,1,2
345,473,905224487174144000,36,14.0,1,11
346,477,950262819910057984,36,11.0,1,8
346,443,950262819910057984,33,11.0,1,8
347,479,427842308197580800,36,14.0,1,11
348,480,364816858584449024,36,13.0,1,10
349,482,743128160815546368,36,12.0,1,9
350,483,238694697260810240,36,13.0,1,10
351,484,423342213263523840,36,14.0,1,11
352,485,968276668663726080,36,13.0,1,11
353,487,454866448582443008,36,14.0,1,11
354,488,337790244298424320,37,12.0,1,9
355,489,797138645873065984,37,12.0,1,7
356,491,860188559619915776,37,10.0,1,7
357,493,517927082567663616,37,11.0,1,9
357,496,517927082567663616,38,11.0,1,9
358,495,265713202648580096,37,12.0,1,10
358,503,265713202648580096,38,12.0,1,10
359,497,229685367702290432,38,13.0,1,9
360,499,130605901022232576,38,12.0,1,9
360,494,130605901022232576,37,12.0,1,9
361,500,333268640168148992,38,13.0,1,10
362,501,337775538330402816,38,11.0,1,7
363,505,639532106527014912,38,11.0,1,2
363,531,639532106527014912,40,11.0,1,2
364,506,225193312947011584,38,12.0,1,9
365,507,103588770023997440,38,12.0,1,9
366,508,837680869404573696,39,10.0,1,8
366,559,837680869404573696,42,10.0,1,8
367,510,216173125711167488,39,12.0,1,10
367,556,216173125711167488,42,12.0,1,10
368,511,810655217191223296,39,13.0,1,10
369,512,896216669444112384,39,11.0,1,8
369,481,896216669444112384,36,11.0,1,8
370,513,4522360044519424,39,12.0,1,10
371,514,63076783062253568,39,13.0,1,10
372,515,711577812095467520,39,12.0,1,9
372,486,711577812095467520,36,12.0,1,9
373,516,648522194632048640,39,12.0,1,9
374,517,292756859364835328,39,11.0,1,8
374,547,292756859364835328,42,11.0,1,8
375,518,112595144645017600,39,11.0,1,8
375,476,112595144645017600,36,11.0,1,8
376,519,418841637293129728,39,14.0,1,11
377,520,873707329961328640,39,13.0,1,10
378,522,684555458417000448,39,15.0,1,12
379,523,589974231245127680,39,15.0,1,12
380,524,495402968397381632,39,14.0,1,11
381,525,238694697260810240,39,13.0,1,10
382,526,878206943859048448,39,12.0,1,9
382,467,878206943859048448,36,12.0,1,9
383,527,319755848421212160,40,12.0,1,10
383,537,319755848421212160,41,12.0,1,10
384,529,297238468759650304,40,12.0,1,9
385,530,639511834298167298,40,13.0,1,1
386,533,941253902668398592,40,13.0,1,11
386,502,941253902668398592,38,13.0,1,11
387,540,594475425690812416,41,12.0,1,10
388,542,274720127025414144,41,16.0,1,13
388,528,274720127025414144,40,16.0,1,13
389,543,797145723979169792,42,11.0,1,9
390,545,684557794879209472,42,14.0,1,11
391,546,585477572284907520,42,13.0,1,10
392,548,941253765229445120,42,11.0,1,8
392,581,941253765229445120,44,11.0,1,8
393,549,702563740893052928,42,13.0,1,11
394,550,639518774948528128,42,12.0,1,9
395,551,220685452712083456,42,10.0,1,8
396,553,734108729493946368,42,10.0,1,8
397,554,589974231245127680,42,15.0,1,12
398,555,873744094881382400,42,14.0,1,11
399,561,117104585427910656,43,11.0,1,9
399,541,117104585427910656,41,11.0,1,9
400,562,112591708671180800,43,10.0,1,6
401,564,292741947238383616,43,9.0,1,4
402,566,526921843597115392,43,16.0,1,11
403,567,630505184782450688,43,13.0,1,10
404,569,585477434845954048,43,10.0,1,6
404,536,585477434845954048,41,10.0,1,6
405,571,364807306577182720,43,13.0,1,9
405,539,364807306577182720,41,13.0,1,9
406,572,743128092096069632,43,11.0,1,8
406,601,743128092096069632,45,11.0,1,8
407,573,49545368337121280,43,14.0,1,9
407,535,49545368337121280,41,14.0,1,9
408,574,202669404935159808,44,13.0,1,10
409,575,873744094881382400,44,14.0,1,11
410,576,139620040944123904,44,12.0,1,9
410,560,139620040944123904,42,12.0,1,9
411,577,585477503565430784,44,16.0,1,13
411,557,585477503565430784,42,16.0,1,13
412,1127,684549823419908096,85,13.0,1,10
412,1088,684549823419908096,82,13.0,1,10
413,1129,432349962274078720,85,16.0,1,13
414,1130,716072615629815808,85,14.0,1,11
414,1164,716072615629815808,87,14.0,1,11
415,1131,247698597980667904,85,11.0,1,8
416,1132,220684009603072000,85,12.0,1,9
417,582,364804351639683072,44,14.0,1,11
418,584,153131458301526016,44,14.0,1,11
419,585,734089831637843968,44,12.0,1,9
420,586,418858748442836992,44,9.0,1,6
420,608,418858748442836992,47,9.0,1,6
421,587,94580539977105408,44,15.0,1,12
422,588,333268502729195520,44,12.0,1,9
422,544,333268502729195520,42,12.0,1,9
423,1255,225180050088001536,93,15.0,1,12
423,1207,225180050088001536,90,15.0,1,12
424,1257,423340220398698496,93,12.0,1,9
425,1258,648521507437281280,93,14.0,1,11
426,593,337777393756274688,45,11.0,1,9
427,595,90072336144793600,45,11.0,1,8
427,604,90072336144793600,46,11.0,1,8
428,596,130606175900139520,45,13.0,1,11
429,597,454868853764128768,45,15.0,1,11
430,598,63066818738126848,45,13.0,1,10
430,570,63066818738126848,43,13.0,1,10
431,599,364807512735612928,45,12.0,1,8
432,600,225186440999337984,45,11.0,1,5
433,602,337777325036797952,46,13.0,1,11
433,626,337777325036797952,48,13.0,1,11
434,605,153137917932339200,46,11.0,1,8
435,606,819655888095674368,46,12.0,1,8
436,607,238692566957031424,47,16.0,1,13
436,644,238692566957031424,50,16.0,1,13
437,609,382807961191317504,47,13.0,1,10
437,651,382807961191317504,50,13.0,1,10
438,610,292764349787799552,47,10.0,1,7
439,611,157628804456513536,47,14.0,1,11
440,612,103594267582136320,47,14.0,1,11
441,613,225183692220268544,47,11.0,1,9
442,614,427845469293510656,47,13.0,1,10
443,617,662039109547589632,47,13.0,1,10
444,618,648522606948909056,47,9.0,1,8
444,583,648522606948909056,44,9.0,1,8
445,619,968284227806167040,47,11.0,1,8
445,578,968284227806167040,44,11.0,1,8
446,620,27031905685733376,47,13.0,1,10
447,623,734089831637843968,47,12.0,1,9
448,624,693555785724067840,48,15.0,1,11
449,628,306246836245495808,48,11.0,1,8
449,630,306246836245495808,49,11.0,1,8
450,629,594476112885579776,49,13.0,1,10
450,627,594476112885579776,48,13.0,1,10
451,632,225186509718814720,49,13.0,1,9
452,633,292742015957860352,49,15.0,1,11
452,655,292742015957860352,51,15.0,1,11
453,635,864702948205133824,49,12.0,1,9
454,636,810659546518257664,49,12.0,1,9
454,661,810659546518257664,51,12.0,1,9
455,637,103583272465858560,50,12.0,1,9
455,621,103583272465858560,47,12.0,1,9
456,638,707071394969550848,50,12.0,1,9
457,639,639518500070621184,50,12.0,1,9
458,640,27049360432824320,50,12.0,1,9
459,641,662039109547589632,50,13.0,1,10
460,642,409828115846529024,50,16.0,1,13
460,674,409828115846529024,52,16.0,1,13
461,643,90077833702932480,50,14.0,1,11
462,645,454866379862966272,50,12.0,1,10
462,676,454866379862966272,52,12.0,1,10
463,646,432346045263904768,50,14.0,1,11
464,647,837674272334807040,50,14.0,1,11
465,648,103595435813240832,50,13.0,1,10
465,670,103595435813240832,52,13.0,1,10
466,649,837680800685096960,50,14.0,1,11
467,650,968284433964597248,50,12.0,1,9
468,652,306245668014391296,50,14.0,1,12
468,622,306245668014391296,47,14.0,1,12
469,653,220680436190281728,50,13.0,1,10
470,654,734101582668365824,50,14.0,1,11
471,657,229691483735719936,51,10.0,1,8
472,660,153129877753561088,51,10.0,1,7
473,662,675542280567783424,51,10.0,1,8
474,663,4516037852659712,51,15.0,1,11
475,665,873714476786909184,51,12.0,1,10
475,634,873714476786909184,49,12.0,1,10
476,666,445867701823340544,51,16.0,1,12
476,631,445867701823340544,49,16.0,1,12
477,667,932246909572087808,51,10.0,1,7
478,668,27027026602885120,52,13.0,1,11
479,669,887212425126871040,52,14.0,1,11
480,671,657527194863534080,52,14.0,1,11
481,672,225186372279861248,52,13.0,1,10
482,673,391817909225127936,52,15.0,1,12
483,675,454866242424012800,52,14.0,1,11
483,713,454866242424012800,55,14.0,1,11
484,678,157627979822792704,52,11.0,1,8
484,712,157627979822792704,55,11.0,1,8
485,681,734093473770110976,53,10.0,1,7
486,686,743095793942003712,53,13.0,1,8
487,687,99081253386452992,53,11.0,1,8
487,658,99081253386452992,51,11.0,1,8
488,688,243194723475390464,53,13.0,1,10
489,689,675540562580865024,53,12.0,1,9
490,692,333268571448672256,53,10.0,1,5
491,693,923244314522288128,54,12.0,1,10
491,690,923244314522288128,53,12.0,1,10
492,694,337783303631273984,54,9.0,1,4
493,696,445859180608225280,54,12.0,1,10
493,685,445859180608225280,53,12.0,1,10
494,697,369301010599903232,54,11.0,1,5
495,698,27037059646488576,54,12.0,1,10
495,682,27037059646488576,53,12.0,1,10
496,699,418858954601267200,54,11.0,1,3
497,700,445867564384387072,54,10.0,1,8
498,701,94582051805593600,54,14.0,1,6
499,702,639517263120039936,55,9.0,1,8
500,704,54047112538619904,55,14.0,1,11
501,705,639523379153469440,55,13.0,1,10
502,706,238692498237554688,55,14.0,1,11
502,746,238692498237554688,58,14.0,1,11
503,709,418845416864350208,55,15.0,1,12
504,710,662039040828112896,55,13.0,1,10
