,node_idx,hit_id,particle_id,volume_id,layer_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7,num_distinct_layers_endcap
58,46,40,810658172128722944,7,2,4,17.0,1,14,6.0
59,47,71,801649667203923968,7,2,6,14.0,1,11,5.0
60,48,72,153138742566060032,7,2,6,13.0,1,10,5.0
61,49,73,63059946790453248,7,2,6,12.0,1,11,5.0
62,50,74,63055754902372352,7,2,6,11.0,1,9,6.0
63,51,75,220681604421386240,7,2,6,17.0,1,14,6.0
64,51,118,220681604421386240,7,2,9,17.0,1,14,6.0
65,52,76,495397814436626432,7,2,6,13.0,1,11,6.0
66,53,77,526921637438685184,7,2,7,11.0,1,9,6.0
67,54,79,495403861750579200,7,2,7,11.0,1,8,6.0
68,54,57,495403861750579200,7,2,5,11.0,1,8,6.0
69,55,80,229685436421767168,7,2,7,14.0,1,10,7.0
70,56,82,671041292280528896,7,2,7,11.0,1,9,6.0
71,56,52,671041292280528896,7,2,5,11.0,1,9,6.0
72,57,83,94579303026524160,7,2,7,13.0,1,10,6.0
73,58,84,112599336533098496,7,2,7,10.0,1,7,6.0
74,59,85,734096841024471040,7,2,7,13.0,1,10,7.0
75,60,86,855686265662603264,7,2,7,12.0,1,8,5.0
76,61,138,657543481379520512,7,2,11,12.0,1,7,6.0
77,62,87,549440803806642176,7,2,7,10.0,1,8,6.0
78,62,58,549440803806642176,7,2,5,10.0,1,8,6.0
79,63,88,734105568398016512,7,2,7,12.0,1,10,6.0
80,63,101,734105568398016512,7,2,8,12.0,1,10,6.0
81,64,90,860191583276892160,7,2,8,16.0,1,11,7.0
82,65,93,801645062998982656,7,2,8,13.0,1,9,6.0
83,66,95,707069333385248768,7,2,8,13.0,1,11,6.0
84,66,126,707069333385248768,7,2,10,13.0,1,11,6.0
85,67,97,909728499118374912,7,2,8,15.0,1,12,7.0
86,67,78,909728499118374912,7,2,7,15.0,1,12,7.0
87,68,98,396317316964417536,7,2,8,11.0,1,7,6.0
88,69,99,157627911103315968,7,2,8,16.0,1,12,6.0
89,69,128,157627911103315968,7,2,10,16.0,1,12,6.0
90,70,100,153123349403271168,7,2,8,10.0,1,7,6.0
91,71,103,657534066811207680,7,2,8,16.0,1,13,7.0
92,72,104,558454600131149824,7,2,9,16.0,1,13,6.0
93,72,61,558454600131149824,7,2,6,16.0,1,13,6.0
94,73,105,418835727418130432,7,2,9,11.0,1,8,4.0
95,73,163,418835727418130432,7,2,12,11.0,1,8,4.0
96,74,106,324262059388698624,7,2,9,17.0,1,14,6.0
97,74,155,324262059388698624,7,2,12,17.0,1,14,6.0
98,75,198,153123280683794432,7,2,15,13.0,1,11,6.0
99,76,108,292738373825593344,7,2,9,14.0,1,12,6.0
100,76,150,292738373825593344,7,2,12,14.0,1,12,6.0
101,77,109,968279005125935104,7,2,9,13.0,1,10,5.0
102,78,110,337777256317321216,7,2,9,14.0,1,12,6.0
103,78,70,337777256317321216,7,2,6,14.0,1,12,6.0
104,79,252,171138435107520512,7,2,20,11.0,1,10,4.0
105,79,225,171138435107520512,7,2,17,11.0,1,10,4.0
106,80,113,671056548004364288,7,2,9,12.0,1,9,5.0
107,81,114,779123010413002752,7,2,9,15.0,1,12,6.0
108,82,247,499900589430276096,7,2,20,13.0,1,10,6.0
109,83,116,707073044236992512,7,2,9,11.0,1,8,4.0
110,83,165,707073044236992512,7,2,12,11.0,1,8,4.0
111,84,184,94577859917512704,7,2,14,12.0,1,9,4.0
112,84,148,94577859917512704,7,2,12,12.0,1,9,4.0
113,85,117,220686071187374080,7,2,9,14.0,1,11,6.0
114,86,119,153138742566060032,7,2,9,13.0,1,10,5.0
115,87,121,954766625695858688,7,2,9,13.0,1,10,6.0
116,88,122,90075978277060608,7,2,9,11.0,1,8,6.0
117,89,123,671038268623552512,7,2,9,16.0,1,13,6.0
118,90,125,801657844821655552,7,2,10,11.0,1,7,4.0
119,91,127,968291374631747584,7,2,10,15.0,1,11,7.0
120,91,94,968291374631747584,7,2,8,15.0,1,11,7.0
121,92,129,707072975517515776,7,2,10,12.0,1,10,6.0
122,93,130,418835864857083904,7,2,10,10.0,1,8,7.0
123,93,91,418835864857083904,7,2,8,10.0,1,8,7.0
124,94,131,166645212121137152,7,2,10,15.0,1,12,6.0
125,94,102,166645212121137152,7,2,8,15.0,1,12,6.0
126,95,132,693555373407207424,7,2,10,10.0,1,7,6.0
127,96,133,752103268074651648,7,2,10,10.0,1,7,6.0
128,97,134,968285258598318080,7,2,10,14.0,1,9,6.0
129,98,135,432346938617102336,7,2,10,13.0,1,11,7.0
130,98,144,432346938617102336,7,2,11,13.0,1,11,7.0
131,99,136,99081184666976256,7,2,10,12.0,1,8,6.0
132,100,241,450361062248677376,7,2,19,14.0,1,12,6.0
133,100,264,450361062248677376,7,2,21,14.0,1,12,6.0
134,101,139,734105499678539776,7,2,11,13.0,1,10,6.0
135,101,167,734105499678539776,7,2,13,13.0,1,10,6.0
136,102,140,716074608494641152,7,2,11,11.0,1,9,6.0
137,102,166,716074608494641152,7,2,13,11.0,1,9,6.0
138,103,142,355786775743954944,7,2,11,11.0,1,8,6.0
139,104,143,63053899476500480,7,2,11,13.0,1,7,4.0
140,105,145,801650629276598272,7,2,11,14.0,1,9,6.0
141,106,146,63058366242488320,7,2,11,11.0,1,8,6.0
142,107,147,171138366388043776,7,2,12,13.0,1,11,6.0
143,108,151,671038268623552512,7,2,12,16.0,1,13,6.0
144,109,152,774621197492027392,7,2,12,12.0,1,10,6.0
145,110,154,914233885452140544,7,2,12,10.0,1,8,4.0
146,111,156,941263179797757952,7,2,12,15.0,1,12,6.0
147,112,157,837670630202540032,7,2,12,13.0,1,10,6.0
148,113,159,743099092476887040,7,2,12,11.0,1,8,4.0
149,113,181,743099092476887040,7,2,14,11.0,1,8,4.0
150,114,161,657530836995801088,7,2,12,13.0,1,10,6.0
151,115,162,373799524985995264,7,2,12,13.0,1,10,5.0
152,116,164,396317385683894272,7,2,12,11.0,1,8,4.0
153,116,111,396317385683894272,7,2,9,11.0,1,8,4.0
154,117,168,716074471055687680,7,2,13,10.0,1,8,6.0
155,118,169,671045003132272640,7,2,13,10.0,1,8,6.0
156,119,170,126102988589629440,7,2,13,12.0,1,10,6.0
157,119,199,126102988589629440,7,2,15,12.0,1,10,6.0
158,120,171,693555510846160896,7,2,13,12.0,1,8,6.0
159,120,203,693555510846160896,7,2,15,12.0,1,8,6.0
160,121,172,355784439281745920,7,2,13,10.0,1,7,7.0
161,122,173,90075222362816512,7,2,13,11.0,1,7,6.0
162,122,209,90075222362816512,7,2,15,11.0,1,7,6.0
163,123,174,63053830757023744,7,2,13,11.0,1,8,6.0
164,124,388,153126922816061440,7,2,30,12.0,1,9,6.0
165,125,389,707065553814028288,7,2,30,12.0,1,9,6.0
166,125,417,707065553814028288,7,2,32,12.0,1,9,6.0
167,126,390,0,7,2,30,0.0,1,123,7.0
168,127,177,968278867686981632,7,2,13,10.0,1,7,6.0
169,128,178,153131527021002752,7,2,13,10.0,1,8,6.0
170,129,179,738591507119865856,7,2,13,11.0,1,8,6.0
171,130,180,657530768276324352,7,2,14,12.0,1,10,5.0
172,130,227,657530768276324352,7,2,17,12.0,1,10,5.0
173,131,182,941254108826828800,7,2,14,13.0,1,10,4.0
174,131,223,941254108826828800,7,2,17,13.0,1,10,4.0
175,132,183,261209877899116544,7,2,14,10.0,1,8,4.0
176,132,158,261209877899116544,7,2,12,10.0,1,8,4.0
177,133,185,747603516737978368,7,2,14,13.0,1,10,6.0
178,134,186,135108057540591616,7,2,14,14.0,1,11,6.0
179,135,187,211676466750947328,7,2,14,14.0,1,11,6.0
180,136,188,153126854096584704,7,2,14,15.0,1,12,6.0
181,137,189,337782685155983360,7,2,14,16.0,1,13,6.0
182,137,217,337782685155983360,7,2,17,16.0,1,13,6.0
183,138,190,707066309728272384,7,2,14,13.0,1,10,6.0
184,139,192,743095656503050240,7,2,14,13.0,1,10,6.0
185,140,193,914233885452140544,7,2,14,10.0,1,8,4.0
186,141,194,716072546910339072,7,2,14,12.0,1,9,6.0
187,142,195,707067958995714048,7,2,14,12.0,1,9,5.0
188,143,196,202663769938067456,7,2,14,14.0,1,11,4.0
189,143,160,202663769938067456,7,2,12,14.0,1,11,4.0
190,144,197,220680230031851520,7,2,14,13.0,1,10,5.0
191,144,149,220680230031851520,7,2,12,13.0,1,10,5.0
192,145,430,94576691686408192,7,2,33,14.0,1,11,5.0
193,146,431,797153214402134016,7,2,33,12.0,1,10,4.0
194,147,432,562954420187299840,7,2,33,14.0,1,12,6.0
195,148,200,337771964917612544,7,2,15,12.0,1,8,6.0
196,149,201,445866396153282560,7,2,15,12.0,1,8,6.0
197,150,384,117104447988957184,7,2,30,12.0,1,9,6.0
198,150,427,117104447988957184,7,2,32,12.0,1,9,6.0
199,151,385,418840194184118272,7,2,30,14.0,1,9,7.0
200,152,386,166635179077533696,7,2,30,12.0,1,9,6.0
201,153,204,153128572083503104,7,2,15,11.0,1,5,4.0
202,154,205,693554823651393536,7,2,15,9.0,1,5,5.0
203,155,211,225182798867070976,7,2,16,12.0,1,9,7.0
204,156,213,743107544972525568,7,2,16,12.0,1,10,6.0
205,156,207,743107544972525568,7,2,15,12.0,1,10,6.0
206,157,214,734121648755572736,7,2,16,15.0,1,8,5.0
207,157,229,734121648755572736,7,2,18,15.0,1,8,5.0
208,158,215,396317248244940800,7,2,16,12.0,1,8,6.0
209,159,216,851181360365174784,7,2,17,12.0,1,9,6.0
210,160,218,9008298766368768,7,2,17,13.0,1,10,6.0
211,161,219,873731656656093184,7,2,17,12.0,1,4,2.0
212,162,220,801652003666132992,7,2,17,12.0,1,9,5.0
213,163,221,252202197608038400,7,2,17,15.0,1,12,6.0
214,164,222,63058434961965056,7,2,17,15.0,1,12,6.0
215,165,224,270217901787578368,7,2,17,14.0,1,11,5.0
216,166,226,968276462505295872,7,2,17,13.0,1,10,5.0
217,167,228,468374567404961792,7,2,17,12.0,1,10,5.0
218,168,231,292755072658440192,7,2,18,14.0,1,9,7.0
219,169,233,851185895850639360,7,2,18,10.0,1,6,6.0
220,170,234,220676656619061248,7,2,18,12.0,1,10,6.0
221,170,238,220676656619061248,7,2,19,12.0,1,10,6.0
222,171,235,90076046996537344,7,2,18,12.0,1,7,6.0
223,172,236,864701092779261952,7,2,19,9.0,1,7,6.0
224,173,239,319755642262781952,7,2,19,11.0,1,7,6.0
225,174,240,369300254685659136,7,2,19,12.0,1,8,6.0
226,175,465,594476181605056512,7,2,35,13.0,1,10,6.0
227,175,449,594476181605056512,7,2,34,13.0,1,10,6.0
228,176,466,671050500690411520,7,2,35,12.0,1,9,6.0
229,176,490,671050500690411520,7,2,37,12.0,1,9,6.0
230,177,243,301759866731495424,7,2,19,13.0,1,10,7.0
231,178,246,954769305755451392,7,2,20,15.0,1,12,6.0
232,179,580,851186926642790400,7,2,44,15.0,1,12,6.0
233,180,248,968286083232038912,7,2,20,13.0,1,7,3.0
234,180,298,968286083232038912,7,2,23,13.0,1,7,3.0
235,181,249,851186376886976512,7,2,20,11.0,1,9,4.0
236,181,282,851186376886976512,7,2,23,11.0,1,9,4.0
237,182,250,941254040107352064,7,2,20,13.0,1,10,4.0
238,182,295,941254040107352064,7,2,23,13.0,1,10,4.0
239,183,251,693554686212440064,7,2,20,12.0,1,9,4.0
240,184,411,873707398680805376,7,2,31,13.0,1,10,5.0
241,185,412,427843820026068992,7,2,31,14.0,1,11,6.0
242,186,253,220695279597256704,7,2,20,15.0,1,12,6.0
243,187,256,905224006137806848,7,2,20,14.0,1,11,5.0
244,187,283,905224006137806848,7,2,23,14.0,1,11,5.0
245,188,257,873731587936616448,7,2,20,14.0,1,6,3.0
246,188,288,873731587936616448,7,2,23,14.0,1,6,3.0
247,189,258,860191995593752576,7,2,20,14.0,1,11,5.0
248,189,281,860191995593752576,7,2,23,14.0,1,11,5.0
249,190,259,801651591349272576,7,2,20,14.0,1,12,6.0
250,190,287,801651591349272576,7,2,23,14.0,1,12,6.0
251,191,260,117093727750586368,7,2,20,13.0,1,10,5.0
252,192,261,797140363859984384,7,2,20,13.0,1,10,5.0
253,193,262,684570164385021952,7,2,21,12.0,1,9,6.0
254,193,245,684570164385021952,7,2,19,12.0,1,9,6.0
255,194,265,454866586021396480,7,2,21,13.0,1,10,6.0
256,195,266,954769099597021184,7,2,21,9.0,1,6,6.0
257,196,267,657547054792310784,7,2,21,10.0,1,8,6.0
258,197,268,45043899013529600,7,2,21,9.0,1,6,6.0
259,198,269,454868785044652032,7,2,22,13.0,1,11,6.0
260,199,270,265714302160207872,7,2,22,11.0,1,8,6.0
261,200,271,954765594903707648,7,2,22,10.0,1,5,5.0
262,201,272,662035055098462208,7,2,22,8.0,1,6,6.0
263,202,273,63061458618941440,7,2,22,16.0,1,12,7.0
264,202,301,63061458618941440,7,2,24,16.0,1,12,7.0
265,203,274,63067986969231360,7,2,22,12.0,1,10,7.0
266,204,275,873736604458418176,7,2,22,11.0,1,9,7.0
267,205,276,954768481121730560,7,2,22,10.0,1,7,6.0
268,206,277,819656850168348672,7,2,23,10.0,1,8,4.0
269,207,278,797142700322193408,7,2,23,16.0,1,13,6.0
270,207,317,797142700322193408,7,2,25,16.0,1,13,6.0
271,208,279,238694353663426560,7,2,23,14.0,1,11,6.0
272,209,280,851186239448023040,7,2,23,12.0,1,9,4.0
273,210,284,409830727186644992,7,2,23,15.0,1,12,5.0
274,210,255,409830727186644992,7,2,20,15.0,1,12,5.0
275,211,285,671043147706400768,7,2,23,13.0,1,10,6.0
276,212,286,445866327433805824,7,2,23,14.0,1,11,5.0
277,213,292,801651797507702784,7,2,23,14.0,1,11,6.0
278,214,293,594475975446626304,7,2,23,13.0,1,10,5.0
279,214,311,594475975446626304,7,2,25,13.0,1,10,5.0
280,215,294,968291443351224320,7,2,23,14.0,1,11,5.0
281,216,297,27036166293291008,7,2,23,14.0,1,11,6.0
282,217,299,225189876973174784,7,2,24,11.0,1,7,6.0
283,218,300,220700296119058432,7,2,24,13.0,1,9,7.0
284,219,302,166643287975788544,7,2,24,15.0,1,12,6.0
285,219,341,166643287975788544,7,2,26,15.0,1,12,6.0
286,220,303,180146458995982336,7,2,24,12.0,1,10,6.0
287,220,340,180146458995982336,7,2,26,12.0,1,10,6.0
288,221,305,662034367903694848,7,2,24,14.0,1,9,6.0
289,222,306,671040948683145216,7,2,24,10.0,1,7,7.0
290,223,308,360290169212895232,7,2,24,13.0,1,12,7.0
291,224,309,873707536119758848,7,2,24,13.0,1,10,6.0
292,224,333,873707536119758848,7,2,26,13.0,1,10,6.0
293,225,313,292744902175883264,7,2,25,12.0,1,9,6.0
294,226,314,166643150536835072,7,2,25,12.0,1,10,5.0
295,226,357,166643150536835072,7,2,28,12.0,1,10,5.0
296,227,315,873712277763653632,7,2,25,14.0,1,5,3.0
297,228,316,423342007105093632,7,2,25,14.0,1,8,3.0
298,228,290,423342007105093632,7,2,23,14.0,1,8,3.0
299,229,318,765615235187867648,7,2,25,12.0,1,9,4.0
300,230,319,801651660068749312,7,2,25,12.0,1,10,4.0
301,230,365,801651660068749312,7,2,28,12.0,1,10,4.0
302,231,320,211669388644843520,7,2,25,14.0,1,11,5.0
303,231,296,211669388644843520,7,2,23,14.0,1,11,5.0
304,232,321,382808098630270976,7,2,25,11.0,1,8,4.0
305,232,289,382808098630270976,7,2,23,11.0,1,8,4.0
306,233,322,27034448306372608,7,2,25,14.0,1,11,6.0
307,234,323,180148039543947264,7,2,25,14.0,1,11,6.0
308,235,324,63055480024465408,7,2,25,11.0,1,9,5.0
309,235,291,63055480024465408,7,2,23,11.0,1,9,5.0
310,236,325,801652278544039936,7,2,25,12.0,1,9,5.0
311,237,326,63052181489582080,7,2,25,14.0,1,11,5.0
312,238,327,202669473654636544,7,2,25,13.0,1,10,5.0
313,239,328,639511284525563904,7,2,25,14.0,1,11,4.0
314,240,329,450361130968154112,7,2,25,12.0,1,9,6.0
315,241,330,860188490900439040,7,2,25,15.0,1,12,6.0
316,242,331,166640401757765632,7,2,25,16.0,1,13,6.0
317,242,360,166640401757765632,7,2,28,16.0,1,13,6.0
318,243,332,243194586036436992,7,2,26,11.0,1,9,6.0
319,243,348,243194586036436992,7,2,27,11.0,1,9,6.0
320,244,335,364807444016136192,7,2,26,12.0,1,9,7.0
321,245,338,495397676997672960,7,2,26,12.0,1,10,6.0
322,246,339,306245599294914560,7,2,26,11.0,1,7,6.0
323,247,342,450360031456526336,7,2,26,14.0,1,10,7.0
324,248,343,364801877738520576,7,2,26,10.0,1,7,6.0
325,249,344,824160037478858752,7,2,26,12.0,1,9,6.0
326,249,304,824160037478858752,7,2,24,12.0,1,9,6.0
327,250,347,220686277345804288,7,2,27,14.0,1,11,6.0
328,251,349,954766488256905216,7,2,27,14.0,1,11,7.0
329,252,351,135109981685940224,7,2,27,12.0,1,8,6.0
330,253,352,301748115700973568,7,2,27,14.0,1,10,6.0
331,254,353,752108422035406848,7,2,27,13.0,1,10,6.0
332,254,334,752108422035406848,7,2,26,13.0,1,10,6.0
333,255,358,220680848507142144,7,2,28,11.0,1,9,6.0
334,256,359,639511834298175490,7,2,28,13.0,1,5,3.0
335,257,361,765615235187867648,7,2,28,12.0,1,9,4.0
336,258,362,40533221280055296,7,2,28,12.0,1,9,5.0
337,259,363,639525990493585408,7,2,28,14.0,1,11,5.0
338,259,394,639525990493585408,7,2,31,14.0,1,11,5.0
339,260,364,639511284525563904,7,2,28,14.0,1,11,4.0
340,261,589,743107613692002304,7,2,44,13.0,1,11,6.0
341,262,590,648530440969256960,7,2,44,13.0,1,10,4.0
342,263,591,117099087869771776,7,2,45,12.0,1,9,6.0
343,263,568,117099087869771776,7,2,43,12.0,1,9,6.0
344,264,366,22522533622317056,7,2,28,12.0,1,9,5.0
345,265,368,166634904199626752,7,2,28,12.0,1,9,4.0
346,265,397,166634904199626752,7,2,31,12.0,1,9,4.0
347,266,369,639523104275562496,7,2,28,15.0,1,12,6.0
348,267,370,585474273750024192,7,2,28,13.0,1,11,6.0
349,268,371,139613924910694400,7,2,28,12.0,1,9,6.0
350,269,372,810654461276979200,7,2,28,12.0,1,10,6.0
351,270,373,598979643793473536,7,2,29,12.0,1,9,6.0
352,270,383,598979643793473536,7,2,30,12.0,1,9,6.0
353,271,375,734102063704702976,7,2,29,17.0,1,11,7.0
354,272,376,454868716325175296,7,2,29,11.0,1,6,4.0
355,272,382,454868716325175296,7,2,30,11.0,1,6,4.0
356,273,379,306252402523111424,7,2,29,16.0,1,11,7.0
357,274,381,657528775411499008,7,2,29,15.0,1,12,7.0
358,274,350,657528775411499008,7,2,27,15.0,1,12,7.0
359,275,718,261209809179639808,7,2,56,12.0,1,9,6.0
360,275,735,261209809179639808,7,2,57,12.0,1,9,6.0
361,276,719,22530505081618432,7,2,56,12.0,1,8,6.0
362,277,720,864702879485657088,7,2,56,12.0,1,8,6.0
363,278,722,864705696984203264,7,2,56,14.0,1,12,7.0
364,279,387,396317729281277952,7,2,30,11.0,1,9,6.0
365,279,378,396317729281277952,7,2,29,11.0,1,9,6.0
366,280,767,824162373941067776,7,2,59,14.0,1,10,6.0
367,280,727,824162373941067776,7,2,57,14.0,1,10,6.0
368,281,768,675544342152085504,7,2,59,11.0,1,9,6.0
369,282,769,743120120636768256,7,2,60,10.0,1,8,3.0
370,283,771,941266203454734336,7,2,60,14.0,1,11,6.0
371,284,392,18020583262388224,7,2,30,12.0,1,10,6.0
372,284,380,18020583262388224,7,2,29,12.0,1,10,6.0
373,285,396,954763876916789248,7,2,31,15.0,1,12,6.0
374,286,398,639518362631667712,7,2,31,12.0,1,9,4.0
375,286,367,639518362631667712,7,2,28,12.0,1,9,4.0
376,287,399,544935967228690432,7,2,31,11.0,1,9,6.0
377,288,400,427843270270255104,7,2,31,12.0,1,9,5.0
378,289,401,220678374605979648,7,2,31,13.0,1,10,6.0
379,290,402,364807375296659456,7,2,31,14.0,1,11,5.0
380,291,403,648526180361699328,7,2,31,10.0,1,7,4.0
381,292,404,734108660774469632,7,2,31,12.0,1,9,4.0
382,293,405,27025514774396928,7,2,31,13.0,1,11,6.0
383,294,407,535931654191972352,7,2,31,13.0,1,10,6.0
384,295,410,292744833456406528,7,2,31,14.0,1,11,5.0
385,296,860,220689094844350464,7,2,66,13.0,1,11,6.0
386,297,861,274724387632971776,7,2,66,16.0,1,13,6.0
387,297,895,274724387632971776,7,2,68,16.0,1,13,6.0
388,298,862,117101424331980800,7,2,66,13.0,1,10,5.0
389,298,901,117101424331980800,7,2,68,13.0,1,10,5.0
390,299,865,216187694240235520,7,2,66,10.0,1,7,3.0
391,299,808,216187694240235520,7,2,63,10.0,1,7,3.0
392,300,414,112595419522924544,7,2,31,15.0,1,12,6.0
393,301,415,315255753487155200,7,2,32,11.0,1,6,6.0
394,302,416,639529770064805888,7,2,32,16.0,1,12,6.0
395,302,391,639529770064805888,7,2,30,16.0,1,12,6.0
396,303,421,409829421516587008,7,2,32,14.0,1,10,7.0
397,304,423,364816789864972288,7,2,32,11.0,1,7,6.0
398,305,424,445866945909096448,7,2,32,8.0,1,3,3.0
399,306,428,409837461695365120,7,2,33,10.0,1,8,4.0
400,306,470,409837461695365120,7,2,36,10.0,1,8,4.0
401,307,429,103585265330683904,7,2,33,13.0,1,10,5.0
402,308,907,364796517619335168,7,2,69,11.0,1,6,5.0
403,309,910,117106303414829056,7,2,69,12.0,1,9,7.0
404,310,911,801643619889971200,7,2,69,14.0,1,9,7.0
405,311,912,274725143547215872,7,2,69,11.0,1,8,6.0
406,311,875,274725143547215872,7,2,67,11.0,1,8,6.0
407,312,433,364812666696368128,7,2,33,16.0,1,13,6.0
408,312,478,364812666696368128,7,2,36,16.0,1,13,6.0
409,313,434,220686208626327552,7,2,33,15.0,1,12,5.0
410,313,413,220686208626327552,7,2,31,15.0,1,12,5.0
411,314,435,707066378447749120,7,2,33,14.0,1,11,6.0
412,315,436,364816858584449024,7,2,33,13.0,1,10,4.0
413,316,437,635010914713600000,7,2,33,12.0,1,10,6.0
414,317,438,743107476253048832,7,2,33,14.0,1,11,5.0
415,318,439,202666175119753216,7,2,33,15.0,1,12,5.0
416,318,475,202666175119753216,7,2,36,15.0,1,12,5.0
417,319,440,657533723213824000,7,2,33,15.0,1,12,6.0
418,319,409,657533723213824000,7,2,31,15.0,1,12,6.0
419,320,441,369296543833915392,7,2,33,11.0,1,9,6.0
420,321,442,180150238567202816,7,2,33,14.0,1,11,5.0
421,321,408,180150238567202816,7,2,31,14.0,1,11,5.0
422,322,444,94580471257628672,7,2,33,14.0,1,9,5.0
423,323,445,905224487174144000,7,2,33,14.0,1,11,5.0
424,324,446,797138714592542720,7,2,34,11.0,1,8,6.0
425,325,447,220695210877779968,7,2,34,13.0,1,10,6.0
426,325,425,220695210877779968,7,2,32,13.0,1,10,6.0
427,326,450,423342144544047104,7,2,34,13.0,1,8,6.0
428,326,422,423342144544047104,7,2,32,13.0,1,8,6.0
429,327,451,671050431970934784,7,2,34,14.0,1,11,7.0
430,328,452,788130690704080896,7,2,34,11.0,1,4,5.0
431,329,453,797144968064925696,7,2,34,15.0,1,12,6.0
432,329,426,797144968064925696,7,2,32,15.0,1,12,6.0
433,330,454,639529701345329152,7,2,34,12.0,1,8,6.0
434,331,455,220678443325456384,7,2,34,13.0,1,11,6.0
435,332,458,454866104985059328,7,2,35,8.0,1,4,4.0
436,333,459,571960038894075904,7,2,35,12.0,1,9,7.0
437,334,460,369296337675485184,7,2,35,11.0,1,6,5.0
438,335,462,432348725323497472,7,2,35,11.0,1,9,6.0
439,335,448,432348725323497472,7,2,34,11.0,1,9,6.0
440,336,955,864706040581586944,7,2,72,10.0,1,8,6.0
441,337,956,864701642535075840,7,2,72,13.0,1,10,7.0
442,338,957,734107286384934912,7,2,72,12.0,1,7,7.0
443,339,958,0,7,2,72,0.0,1,123,7.0
444,340,959,112591433793273856,7,2,72,10.0,1,7,6.0
445,341,960,662034436623171584,7,2,72,13.0,1,10,7.0
446,342,468,765614273115193344,7,2,36,14.0,1,12,6.0
