12649 12080
node2,node1,weight
331,5106,1.0
333,5090,1.0
333,5091,1.0
336,5041,1.0
337,5091,1.0
338,211,1.0
339,5024,1.0
339,5021,1.0
339,5026,1.0
340,5025,1.0
341,5029,1.0
343,5092,1.0
344,5092,1.0
344,5184,1.0
344,5185,1.0
346,5056,1.0
346,5048,1.0
349,224,1.0
351,5028,1.0
352,220,1.0
352,221,1.0
353,218,1.0
353,219,1.0
353,5029,1.0
354,5015,1.0
354,5098,1.0
356,5015,1.0
358,5121,1.0
359,5049,1.0
360,5034,1.0
361,5034,1.0
364,5101,1.0
364,5103,1.0
366,5035,1.0
368,230,1.0
369,230,1.0
370,5105,1.0
371,5104,1.0
372,231,1.0
375,235,1.0
376,238,1.0
378,237,1.0
379,236,1.0
380,5106,1.0
382,5036,1.0
384,5037,1.0
385,5040,1.0
388,5217,1.0
390,5044,1.0
391,5043,1.0
394,244,1.0
396,243,1.0
399,5045,1.0
401,5224,1.0
404,242,1.0
405,5114,1.0
406,245,1.0
408,240,1.0
410,248,1.0
411,5048,1.0
414,250,1.0
415,251,1.0
416,5049,1.0
417,252,1.0
419,5051,1.0
420,5051,1.0
422,253,1.0
423,5050,1.0
424,5050,1.0
427,256,1.0
427,5127,1.0
428,5102,1.0
428,5031,1.0
428,5128,1.0
429,256,1.0
430,5128,1.0
431,5127,1.0
433,257,1.0
434,258,1.0
435,5033,1.0
436,261,1.0
437,5057,1.0
439,5032,1.0
440,262,1.0
441,5057,1.0
442,5131,1.0
442,5130,1.0
443,264,1.0
444,227,1.0
445,5132,1.0
446,265,1.0
447,5058,1.0
448,266,1.0
449,267,1.0
451,5253,1.0
452,5255,1.0
454,5254,1.0
455,269,1.0
456,5062,1.0
456,5060,1.0
457,5060,1.0
457,5135,1.0
458,5064,1.0
459,5064,1.0
459,5063,1.0
460,5064,1.0
460,5261,1.0
461,5064,1.0
461,5063,1.0
462,5137,1.0
462,5136,1.0
464,271,1.0
464,5063,1.0
465,5065,1.0
465,5067,1.0
466,5063,1.0
467,5139,1.0
467,5069,1.0
468,5065,1.0
468,5067,1.0
469,5138,1.0
469,5139,1.0
470,273,1.0
470,5069,1.0
471,5139,1.0
472,5263,1.0
474,5066,1.0
475,5066,1.0
476,274,1.0
478,5140,1.0
481,5143,1.0
481,5142,1.0
482,292,1.0
483,298,1.0
484,345,1.0
485,363,1.0
486,328,1.0
487,407,1.0
488,399,1.0
489,400,1.0
489,396,1.0
490,418,1.0
491,444,1.0
492,276,1.0
493,292,1.0
493,296,1.0
494,318,1.0
495,290,1.0
496,300,1.0
497,303,1.0
498,298,1.0
499,317,1.0
500,316,1.0
501,325,1.0
502,353,1.0
503,349,1.0
504,412,1.0
505,363,1.0
506,362,1.0
507,357,1.0
508,356,1.0
508,354,1.0
509,367,1.0
510,373,1.0
511,377,1.0
512,416,1.0
513,473,1.0
514,281,1.0
515,281,1.0
516,307,1.0
516,308,1.0
516,314,1.0
517,323,1.0
518,386,1.0
519,355,1.0
520,365,1.0
521,365,1.0
522,378,1.0
523,293,1.0
523,319,1.0
524,391,1.0
525,335,1.0
526,403,1.0
526,402,1.0
527,415,1.0
527,413,1.0
528,421,1.0
529,434,1.0
530,427,1.0
531,374,1.0
532,450,1.0
533,476,1.0
534,480,1.0
535,278,1.0
536,289,1.0
537,305,1.0
538,302,1.0
538,311,1.0
539,305,1.0
540,306,1.0
541,1005,1.0
542,315,1.0
543,342,1.0
543,877,1.0
544,329,1.0
545,337,1.0
546,332,1.0
547,929,1.0
548,928,1.0
549,350,1.0
550,938,1.0
551,382,1.0
551,893,1.0
552,383,1.0
553,385,1.0
554,392,1.0
555,334,1.0
556,395,1.0
557,389,1.0
558,398,1.0
558,393,1.0
558,397,1.0
559,393,1.0
560,954,1.0
561,409,1.0
562,903,1.0
563,347,1.0
564,359,1.0
565,423,1.0
566,426,1.0
567,426,1.0
568,432,1.0
569,425,1.0
569,906,1.0
570,438,1.0
571,381,1.0
572,468,1.0
573,463,1.0
574,479,1.0
575,479,1.0
575,477,1.0
576,477,1.0
577,481,1.0
577,982,1.0
578,1105,1.0
578,1104,1.0
579,1000,1.0
580,998,1.0
581,1001,1.0
582,1003,1.0
583,1102,1.0
584,1016,1.0
585,958,1.0
586,1123,1.0
587,1127,1.0
588,1150,1.0
589,1168,1.0
590,1040,1.0
591,1039,1.0
592,1119,1.0
593,1170,1.0
594,1192,1.0
595,1260,1.0
596,1226,1.0
597,1236,1.0
598,1237,1.0
599,1035,1.0
599,1034,1.0
600,1258,1.0
600,1256,1.0
601,1258,1.0
602,1188,1.0
603,1453,1.0
604,1383,1.0
604,1307,1.0
605,1250,1.0
606,1280,1.0
607,1287,1.0
608,1292,1.0
609,1290,1.0
609,1293,1.0
610,1290,1.0
610,1293,1.0
611,1303,1.0
612,1435,1.0
613,1514,1.0
614,1434,1.0
615,1169,1.0
616,1171,1.0
617,1187,1.0
617,1184,1.0
618,1327,1.0
619,1330,1.0
620,1325,1.0
621,1193,1.0
622,1475,1.0
623,1338,1.0
624,1353,1.0
625,1500,1.0
626,1361,1.0
627,1362,1.0
627,1513,1.0
628,1365,1.0
629,1517,1.0
630,1527,1.0
631,1371,1.0
632,1524,1.0
633,1228,1.0
634,1512,1.0
634,1766,1.0
635,1534,1.0
636,1543,1.0
637,1549,1.0
638,1555,1.0
639,1306,1.0
640,1547,1.0
641,1388,1.0
642,1565,1.0
643,1389,1.0
644,1574,1.0
645,1401,1.0
646,1406,1.0
647,1582,1.0
648,1588,1.0
649,1536,1.0
649,1587,1.0
650,1584,1.0
651,1597,1.0
652,1594,1.0
653,1814,1.0
654,1298,1.0
655,1429,1.0
656,1613,1.0
657,1448,1.0
658,1628,1.0
659,1644,1.0
660,1645,1.0
661,1654,1.0
662,1652,1.0
663,1463,1.0
664,1658,1.0
665,1657,1.0
666,1678,1.0
666,1672,1.0
667,1670,1.0
667,1668,1.0
668,1676,1.0
669,1681,1.0
670,1681,1.0
671,1691,1.0
672,1686,1.0
673,1842,1.0
674,1685,1.0
675,1480,1.0
676,1687,1.0
677,1481,1.0
678,1696,1.0
678,1699,1.0
679,1702,1.0
680,1488,1.0
681,1704,1.0
682,1712,1.0
682,1708,1.0
683,1727,1.0
684,1730,1.0
685,1736,1.0
685,1740,1.0
686,1734,1.0
687,1739,1.0
688,1735,1.0
689,1747,1.0
690,1935,1.0
691,1738,1.0
692,1756,1.0
693,1762,1.0
694,1925,1.0
695,1768,1.0
696,1941,1.0
697,1759,1.0
698,1822,1.0
698,1823,1.0
699,1973,1.0
700,1963,1.0
701,1976,1.0
702,1972,1.0
703,1797,1.0
704,1975,1.0
705,1985,1.0
706,1812,1.0
707,1813,1.0
707,1815,1.0
708,1807,1.0
709,1816,1.0
710,1829,1.0
711,1827,1.0
712,1836,1.0
713,1834,1.0
714,2019,1.0
715,1847,1.0
716,1848,1.0
717,2049,1.0
718,2045,1.0
719,2047,1.0
720,1880,1.0
721,2058,1.0
722,1879,1.0
723,2077,1.0
724,2079,1.0
725,1999,1.0
726,2218,1.0
727,1990,1.0
728,1905,1.0
729,2096,1.0
730,2101,1.0
731,2102,1.0
732,1920,1.0
733,2111,1.0
734,2115,1.0
735,1937,1.0
736,2123,1.0
737,2120,1.0
738,2283,1.0
739,2281,1.0
740,2155,1.0
741,2153,1.0
742,1961,1.0
743,2155,1.0
744,1970,1.0
745,1981,1.0
746,2169,1.0
747,2173,1.0
748,2177,1.0
749,2179,1.0
750,2187,1.0
751,1952,1.0
752,2314,1.0
753,2188,1.0
754,2235,1.0
755,2041,1.0
756,2210,1.0
757,2215,1.0
758,2140,1.0
759,2223,1.0
760,2082,1.0
761,2232,1.0
761,2236,1.0
762,2252,1.0
763,2253,1.0
764,2386,1.0
765,2267,1.0
766,2384,1.0
767,3385,1.0
768,2407,1.0
769,3361,1.0
770,2289,1.0
771,2368,1.0
772,2318,1.0
772,2319,1.0
773,2430,1.0
774,2405,1.0
775,3357,1.0
776,3369,1.0
777,3376,1.0
778,2458,1.0
778,2454,1.0
779,2461,1.0
780,2459,1.0
781,2468,1.0
782,2472,1.0
783,2479,1.0
784,3307,1.0
785,3337,1.0
786,3345,1.0
787,2492,1.0
788,3362,1.0
789,3361,1.0
790,3363,1.0
791,3364,1.0
792,2568,1.0
792,3375,1.0
793,2570,1.0
793,2572,1.0
793,3380,1.0
793,3382,1.0
794,3380,1.0
794,3382,1.0
795,2420,1.0
796,3408,1.0
797,2522,1.0
797,3417,1.0
798,3508,1.0
799,2534,1.0
800,3434,1.0
801,2583,1.0
801,2485,1.0
801,3446,1.0
801,3450,1.0
802,2581,1.0
802,3449,1.0
802,3445,1.0
802,3447,1.0
803,2484,1.0
804,2483,1.0
804,3449,1.0
805,3456,1.0
806,2546,1.0
807,2545,1.0
808,2452,1.0
808,3472,1.0
809,2548,1.0
809,3473,1.0
810,3476,1.0
811,3488,1.0
812,3489,1.0
813,2550,1.0
814,3499,1.0
815,2555,1.0
815,3497,1.0
815,3496,1.0
816,3495,1.0
816,3494,1.0
817,2560,1.0
818,3503,1.0
819,3313,1.0
820,3326,1.0
821,3331,1.0
822,3321,1.0
823,3329,1.0
824,3321,1.0
825,3334,1.0
826,3335,1.0
827,3360,1.0
828,3370,1.0
829,3379,1.0
830,3381,1.0
831,2571,1.0
831,3378,1.0
832,3490,1.0
833,3397,1.0
834,3393,1.0
834,3392,1.0
835,3402,1.0
836,3341,1.0
837,3410,1.0
838,3405,1.0
839,3408,1.0
840,3416,1.0
841,3423,1.0
842,3433,1.0
843,3429,1.0
844,3438,1.0
845,3390,1.0
845,3391,1.0
846,3453,1.0
847,3457,1.0
848,3465,1.0
849,3479,1.0
849,3480,1.0
850,3472,1.0
851,3484,1.0
852,3475,1.0
853,3308,1.0
854,3328,1.0
855,3338,1.0
856,3336,1.0
857,3343,1.0
858,3349,1.0
859,3374,1.0
860,3374,1.0
861,3421,1.0
862,3423,1.0
863,3443,1.0
864,3437,1.0
865,3440,1.0
866,3458,1.0
866,3460,1.0
867,3497,1.0
868,3509,1.0
869,3395,1.0
870,3428,1.0
871,5004,1.0
872,5149,1.0
873,5154,1.0
874,5006,1.0
874,285,1.0
874,288,1.0
875,5074,1.0
876,5081,1.0
876,304,1.0
878,5014,1.0
878,5009,1.0
878,5082,1.0
878,5162,1.0
879,5014,1.0
880,5085,1.0
880,5087,1.0
880,5017,1.0
880,322,1.0
881,5022,1.0
882,5022,1.0
883,5220,1.0
884,5093,1.0
885,5092,1.0
885,5185,1.0
885,5093,1.0
886,5092,1.0
887,5186,1.0
888,5188,1.0
889,5193,1.0
890,5100,1.0
891,5104,1.0
892,5318,1.0
893,5036,1.0
894,5038,1.0
895,5109,1.0
896,387,1.0
897,5039,1.0
897,5110,1.0
898,5005,1.0
899,5005,1.0
900,5006,1.0
900,285,1.0
900,288,1.0
901,5407,1.0
902,5224,1.0
904,5056,1.0
905,5237,1.0
907,5050,1.0
908,453,1.0
909,5059,1.0
910,5134,1.0
911,5135,1.0
912,5262,1.0
912,5376,1.0
913,5065,1.0
913,5067,1.0
913,468,1.0
914,5065,1.0
914,5067,1.0
914,5138,1.0
914,5139,1.0
915,5069,1.0
915,5068,1.0
915,470,1.0
916,5070,1.0
917,5078,1.0
918,5088,1.0
919,5163,1.0
920,5087,1.0
920,5086,1.0
921,5103,1.0
922,5016,1.0
923,5176,1.0
924,5019,1.0
925,5020,1.0
925,5018,1.0
926,5020,1.0
926,5174,1.0
927,5178,1.0
927,5437,1.0
928,5184,1.0
928,5185,1.0
928,5093,1.0
929,5094,1.0
929,5180,1.0
929,5181,1.0
929,5296,1.0
930,5027,1.0
931,5030,1.0
931,5015,1.0
932,5099,1.0
932,5097,1.0
933,5451,1.0
934,5016,1.0
935,5104,1.0
936,5192,1.0
936,5190,1.0
936,5195,1.0
937,5104,1.0
938,5201,1.0
939,5204,1.0
939,5318,1.0
940,5172,1.0
941,5108,1.0
942,5037,1.0
943,5037,1.0
944,5039,1.0
945,5217,1.0
945,5219,1.0
946,5218,1.0
946,5216,1.0
946,5217,1.0
947,5219,1.0
948,5042,1.0
948,5484,1.0
949,395,1.0
950,5111,1.0
950,5112,1.0
950,5297,1.0
951,5113,1.0
952,5326,1.0
953,5115,1.0
953,5046,1.0
954,5222,1.0
955,5115,1.0
955,5046,1.0
955,5223,1.0
956,5186,1.0
957,5301,1.0
957,5302,1.0
958,5093,1.0
958,5180,1.0
958,5181,1.0
958,5299,1.0
958,2602,1.0
959,5116,1.0
960,5054,1.0
960,348,1.0
961,5227,1.0
962,5054,1.0
963,5232,1.0
964,5228,1.0
965,5048,1.0
966,5054,1.0
967,5120,1.0
968,5050,1.0
968,5241,1.0
969,5124,1.0
970,5129,1.0
970,5033,1.0
971,5131,1.0
971,5130,1.0
972,5248,1.0
973,5249,1.0
974,5061,1.0
975,5256,1.0
975,5544,1.0
975,5545,1.0
976,5064,1.0
976,5063,1.0
977,5064,1.0
977,5063,1.0
978,5561,1.0
978,5558,1.0
979,5381,1.0
979,5265,1.0
979,5382,1.0
980,5266,1.0
981,5268,1.0
982,5143,1.0
982,5142,1.0
982,481,1.0
983,481,1.0
984,5070,1.0
985,5206,1.0
985,5272,1.0
986,5144,1.0
986,5146,1.0
986,5145,1.0
986,5149,1.0
986,5148,1.0
986,5147,1.0
986,5582,1.0
987,5271,1.0
987,5214,1.0
987,5212,1.0
987,2594,1.0
988,2592,1.0
989,5601,1.0
990,5150,1.0
991,5273,1.0
991,5125,1.0
992,5076,1.0
993,5156,1.0
993,5157,1.0
994,5077,1.0
994,5157,1.0
994,5277,1.0
995,5156,1.0
996,5158,1.0
997,5159,1.0
998,5408,1.0
998,2597,1.0
999,5608,1.0
1000,5283,1.0
1000,2596,1.0
1001,5155,1.0
1001,5161,1.0
1001,5412,1.0
1001,2598,1.0
1002,5425,1.0
1003,5280,1.0
1003,2599,1.0
1004,2628,1.0
1006,5619,1.0
1007,5167,1.0
1008,5288,1.0
1009,5151,1.0
1009,5431,1.0
1009,5434,1.0
1010,5169,1.0
1010,5168,1.0
1011,5439,1.0
1012,5179,1.0
1012,5153,1.0
1013,5437,1.0
1014,5182,1.0
1014,5440,1.0
1015,5096,1.0
1015,5095,1.0
1015,5094,1.0
1015,5296,1.0
1015,5299,1.0
1015,5290,1.0
1016,5186,1.0
1016,5643,1.0
1016,5655,1.0
1016,5442,1.0
1017,5304,1.0
1018,5305,1.0
1018,5307,1.0
1019,5449,1.0
1020,5196,1.0
1020,5198,1.0
1021,5192,1.0
1022,5309,1.0
1022,5310,1.0
1022,5311,1.0
1023,5196,1.0
1023,5198,1.0
1023,5309,1.0
1023,5310,1.0
1023,5311,1.0
1023,2603,1.0
1023,2604,1.0
1024,5313,1.0
1025,5313,1.0
1026,5203,1.0
1026,5315,1.0
1027,5203,1.0
1027,5200,1.0
1027,5314,1.0
1028,5316,1.0
1029,5205,1.0
1030,5215,1.0
1030,5475,1.0
1030,5691,1.0
1031,5473,1.0
1032,5219,1.0
1033,5425,1.0
1033,5423,1.0
1035,5427,1.0
1036,6003,1.0
1037,5330,1.0
1037,5500,1.0
1037,5707,1.0
1037,5708,1.0
1037,5615,1.0
1038,5222,1.0
1039,5504,1.0
1039,2635,1.0
1040,5509,1.0
1040,5506,1.0
1040,2615,1.0
1040,2614,1.0
1041,5338,1.0
1041,5509,1.0
1041,5506,1.0
1042,5338,1.0
1042,5225,1.0
1043,5118,1.0
1043,5052,1.0
1043,5119,1.0
1043,5055,1.0
1044,5118,1.0
1044,5119,1.0
1045,5230,1.0
1045,5233,1.0
1046,5345,1.0
1046,5344,1.0
1046,5340,1.0
1047,5229,1.0
1047,5228,1.0
1047,5345,1.0
1047,5344,1.0
1048,5230,1.0
1048,5231,1.0
1049,5353,1.0
1050,5234,1.0
1051,5351,1.0
1052,5519,1.0
1053,5122,1.0
1054,5238,1.0
1054,5239,1.0
1054,5735,1.0
1054,5741,1.0
1055,5516,1.0
1056,5527,1.0
1057,5361,1.0
1058,5756,1.0
1058,5759,1.0
1059,5529,1.0
1059,5758,1.0
1059,5532,1.0
1060,5364,1.0
1060,5767,1.0
1061,5762,1.0
1062,5369,1.0
1063,5769,1.0
1064,5253,1.0
1065,5256,1.0
1066,5545,1.0
1066,2621,1.0
1067,5257,1.0
1068,5377,1.0
1069,5265,1.0
1070,5263,1.0
1071,5267,1.0
1072,5386,1.0
1072,5387,1.0
1072,5388,1.0
1072,5390,1.0
1073,5387,1.0
1073,5390,1.0
1074,5209,1.0
1075,5210,1.0
1075,5395,1.0
1075,2623,1.0
1076,5392,1.0
1076,5575,1.0
1077,5978,1.0
1078,5392,1.0
1079,5209,1.0
1080,5328,1.0
1081,5271,1.0
1082,5211,1.0
1082,2624,1.0
1083,5586,1.0
1084,5212,1.0
1084,5213,1.0
1084,5274,1.0
1084,5211,1.0
1084,5811,1.0
1085,5808,1.0
1085,5814,1.0
1085,5813,1.0
1086,5599,1.0
1086,5595,1.0
1087,5589,1.0
1087,5806,1.0
1088,5603,1.0
1089,2666,1.0
1090,5992,1.0
1091,5808,1.0
1091,5814,1.0
1091,5813,1.0
1092,5408,1.0
1092,5412,1.0
1093,5815,1.0
1094,5278,1.0
1094,5817,1.0
1095,5276,1.0
1096,5158,1.0
1097,5421,1.0
1097,5417,1.0
1098,5825,1.0
1099,5613,1.0
1100,5664,1.0
1101,5167,1.0
1102,5429,1.0
1103,5622,1.0
1106,5622,1.0
1106,5630,1.0
1107,5428,1.0
1108,5628,1.0
1108,5627,1.0
1108,5835,1.0
1109,5632,1.0
1110,5636,1.0
1111,5635,1.0
1112,5639,1.0
1113,5646,1.0
1114,5650,1.0
1114,5646,1.0
1114,5853,1.0
1114,5847,1.0
1115,5293,1.0
1115,5644,1.0
1116,5648,1.0
1117,5644,1.0
1117,5968,1.0
1118,5648,1.0
1118,2669,1.0
1119,5339,1.0
1119,5508,1.0
1119,5720,1.0
1119,2649,1.0
1120,5644,1.0
1121,5441,1.0
1121,5645,1.0
1121,2630,1.0
1122,5654,1.0
1123,5187,1.0
1123,5655,1.0
1123,5656,1.0
1123,5442,1.0
1123,2633,1.0
1124,5292,1.0
1125,5306,1.0
1125,5447,1.0
1126,5443,1.0
1126,5444,1.0
1126,5652,1.0
1126,5856,1.0
1126,5854,1.0
1127,5653,1.0
1128,2679,1.0
1129,5651,1.0
1129,5653,1.0
1130,2679,1.0
1131,5661,1.0
1132,5663,1.0
1133,5861,1.0
1134,5864,1.0
1135,5870,1.0
1136,5867,1.0
1137,5450,1.0
1138,5458,1.0
1138,5309,1.0
1139,5460,1.0
1139,5452,1.0
1139,5453,1.0
1140,5457,1.0
1140,5880,1.0
1140,5876,1.0
1141,5454,1.0
1141,5457,1.0
1141,5462,1.0
1142,5676,1.0
1142,6045,1.0
1142,6043,1.0
1143,5878,1.0
1143,5877,1.0
1144,5312,1.0
1145,5680,1.0
1145,6054,1.0
1146,5889,1.0
1147,5685,1.0
1148,5477,1.0
1149,5477,1.0
1150,5692,1.0
1150,5690,1.0
1150,2692,1.0
1151,5473,1.0
1151,5690,1.0
1152,5323,1.0
1152,5481,1.0
1153,5693,1.0
1154,5482,1.0
1154,5706,1.0
1154,5700,1.0
1154,5483,1.0
1155,5480,1.0
1155,5482,1.0
1156,5693,1.0
1156,5696,1.0
1157,5219,1.0
1158,5478,1.0
1159,5485,1.0
1159,5484,1.0
1159,2696,1.0
1160,5702,1.0
1160,5699,1.0
1161,2643,1.0
1162,5222,1.0
1163,5492,1.0
1163,5489,1.0
1163,5486,1.0
1164,5708,1.0
1165,5493,1.0
1165,2634,1.0
1166,5495,1.0
1167,5497,1.0
1168,5507,1.0
1168,5509,1.0
1169,5502,1.0
1169,5711,1.0
1170,5502,1.0
1170,5711,1.0
1170,5501,1.0
1170,5510,1.0
1170,2647,1.0
1171,5710,1.0
1171,5717,1.0
1171,5715,1.0
1171,2702,1.0
1172,5505,1.0
1172,5716,1.0
1173,5509,1.0
1174,6089,1.0
1175,5342,1.0
1175,5341,1.0
1176,5508,1.0
1176,5720,1.0
1176,5916,1.0
1176,2705,1.0
1177,5810,1.0
1177,5808,1.0
1178,5512,1.0
1179,5343,1.0
1179,5347,1.0
1179,5731,1.0
1180,5399,1.0
1180,5515,1.0
1181,5347,1.0
1182,5399,1.0
1182,5919,1.0
1182,5923,1.0
1182,2707,1.0
1183,5346,1.0
1184,5922,1.0
1185,5398,1.0
1186,2653,1.0
1187,5396,1.0
1187,5398,1.0
1187,2708,1.0
1189,5352,1.0
1189,5355,1.0
1189,5236,1.0
1190,5929,1.0
1191,5739,1.0
1192,5402,1.0
1192,2654,1.0
1193,5742,1.0
1193,5747,1.0
1193,5745,1.0
1193,2712,1.0
1194,5240,1.0
1195,5740,1.0
1195,5744,1.0
1195,5738,1.0
1195,5747,1.0
1196,5358,1.0
1196,5748,1.0
1197,5523,1.0
1198,5937,1.0
1199,5525,1.0
1199,5752,1.0
1199,5524,1.0
1200,5360,1.0
1200,5363,1.0
1201,5529,1.0
1201,5758,1.0
1202,5540,1.0
1203,5541,1.0
1204,5368,1.0
1205,5547,1.0
1206,5548,1.0
1206,5547,1.0
1207,5778,1.0
1208,5549,1.0
1208,6134,1.0
1209,5550,1.0
1209,5549,1.0
1210,5551,1.0
1211,5781,1.0
1211,5778,1.0
1212,5552,1.0
1213,5374,1.0
1213,5375,1.0
1214,6137,1.0
1215,5787,1.0
1215,5559,1.0
1216,5385,1.0
1217,5563,1.0
1218,5973,1.0
1218,5976,1.0
1219,2718,1.0
1220,5788,1.0
1220,2717,1.0
1221,5387,1.0
1222,5386,1.0
1223,6156,1.0
1224,5579,1.0
1224,5581,1.0
1224,5590,1.0
1224,5585,1.0
1225,5808,1.0
1225,5814,1.0
1225,5813,1.0
1225,5988,1.0
1225,5991,1.0
1225,5986,1.0
1226,5995,1.0
1227,6173,1.0
1227,6168,1.0
1228,5609,1.0
1228,5821,1.0
1228,5820,1.0
1228,5997,1.0
1228,5999,1.0
1229,5994,1.0
1229,5983,1.0
1229,5987,1.0
1229,5993,1.0
1230,5616,1.0
1230,5804,1.0
1231,5981,1.0
1231,5984,1.0
1231,5980,1.0
1232,5988,1.0
1233,6004,1.0
1234,5605,1.0
1235,6181,1.0
1237,5822,1.0
1237,5819,1.0
1237,2723,1.0
1238,5608,1.0
1239,5820,1.0
