node_idx,hit_id,particle_id,nhits
157,214,7.341216487555727e+17,15.0
157,229,7.341216487555727e+17,15.0
158,215,3.963172482449408e+17,12.0
159,216,8.511813603651748e+17,12.0
160,218,9008298766368768.0,13.0
161,219,8.737316566560932e+17,12.0
162,220,8.01652003666133e+17,12.0
163,221,2.522021976080384e+17,15.0
164,222,6.305843496196506e+16,15.0
165,224,2.7021790178757837e+17,14.0
166,226,9.682764625052959e+17,13.0
167,228,4.683745674049618e+17,12.0
168,231,2.927550726584402e+17,14.0
169,233,8.511858958506394e+17,10.0
170,234,2.2067665661906125e+17,12.0
170,238,2.2067665661906125e+17,12.0
171,235,9.007604699653734e+16,12.0
172,236,8.64701092779262e+17,9.0
173,239,3.1975564226278195e+17,11.0
174,240,3.6930025468565914e+17,12.0
175,465,5.944761816050565e+17,13.0
175,449,5.944761816050565e+17,13.0
176,466,6.710505006904115e+17,12.0
176,490,6.710505006904115e+17,12.0
177,243,3.017598667314954e+17,13.0
178,246,9.547693057554514e+17,15.0
179,580,8.511869266427904e+17,15.0
180,248,9.682860832320389e+17,13.0
180,298,9.682860832320389e+17,13.0
181,249,8.511863768869765e+17,11.0
181,282,8.511863768869765e+17,11.0
182,250,9.41254040107352e+17,13.0
182,295,9.41254040107352e+17,13.0
183,251,6.9355468621244e+17,12.0
184,411,8.737073986808054e+17,13.0
185,412,4.27843820026069e+17,14.0
186,253,2.206952795972567e+17,15.0
187,256,9.052240061378068e+17,14.0
187,283,9.052240061378068e+17,14.0
188,257,8.737315879366164e+17,14.0
188,288,8.737315879366164e+17,14.0
189,258,8.601919955937526e+17,14.0
189,281,8.601919955937526e+17,14.0
190,259,8.016515913492726e+17,14.0
190,287,8.016515913492726e+17,14.0
191,260,1.1709372775058637e+17,13.0
192,261,7.971403638599844e+17,13.0
193,262,6.84570164385022e+17,12.0
193,245,6.84570164385022e+17,12.0
194,265,4.548665860213965e+17,13.0
195,266,9.547690995970212e+17,9.0
196,267,6.575470547923108e+17,10.0
197,268,4.50438990135296e+16,9.0
198,269,4.54868785044652e+17,13.0
199,270,2.6571430216020787e+17,11.0
200,271,9.547655949037076e+17,10.0
201,272,6.620350550984622e+17,8.0
202,273,6.306145861894144e+16,16.0
202,301,6.306145861894144e+16,16.0
203,274,6.306798696923136e+16,12.0
204,275,8.737366044584182e+17,11.0
205,276,9.547684811217306e+17,10.0
206,277,8.196568501683487e+17,10.0
207,278,7.971427003221934e+17,16.0
207,317,7.971427003221934e+17,16.0
208,279,2.3869435366342656e+17,14.0
209,280,8.51186239448023e+17,12.0
210,284,4.09830727186645e+17,15.0
210,255,4.09830727186645e+17,15.0
211,285,6.710431477064008e+17,13.0
212,286,4.458663274338058e+17,14.0
213,292,8.016517975077028e+17,14.0
214,293,5.944759754466263e+17,13.0
214,311,5.944759754466263e+17,13.0
215,294,9.682914433512243e+17,14.0
216,297,2.703616629329101e+16,14.0
217,299,2.251898769731748e+17,11.0
218,300,2.2070029611905843e+17,13.0
219,302,1.6664328797578854e+17,15.0
219,341,1.6664328797578854e+17,15.0
220,303,1.8014645899598234e+17,12.0
220,340,1.8014645899598234e+17,12.0
221,305,6.620343679036948e+17,14.0
222,306,6.710409486831452e+17,10.0
223,308,3.602901692128952e+17,13.0
224,309,8.737075361197588e+17,13.0
224,333,8.737075361197588e+17,13.0
225,313,2.9274490217588326e+17,12.0
226,314,1.6664315053683507e+17,12.0
226,357,1.6664315053683507e+17,12.0
227,315,8.737122777636536e+17,14.0
228,316,4.233420071050936e+17,14.0
228,290,4.233420071050936e+17,14.0
229,318,7.656152351878676e+17,12.0
230,319,8.016516600687493e+17,12.0
230,365,8.016516600687493e+17,12.0
231,320,2.1166938864484352e+17,14.0
231,296,2.1166938864484352e+17,14.0
232,321,3.82808098630271e+17,11.0
232,289,3.82808098630271e+17,11.0
233,322,2.703444830637261e+16,14.0
234,323,1.8014803954394726e+17,14.0
235,324,6.305548002446541e+16,11.0
235,291,6.305548002446541e+16,11.0
236,325,8.0165227854404e+17,12.0
237,326,6.305218148958208e+16,14.0
238,327,2.0266947365463654e+17,13.0
239,328,6.395112845255639e+17,14.0
240,329,4.503611309681541e+17,12.0
241,330,8.60188490900439e+17,15.0
242,331,1.6664040175776563e+17,16.0
242,360,1.6664040175776563e+17,16.0
243,332,2.43194586036437e+17,11.0
243,348,2.43194586036437e+17,11.0
244,335,3.648074440161362e+17,12.0
245,338,4.9539767699767296e+17,12.0
246,339,3.0624559929491456e+17,11.0
247,342,4.5036003145652634e+17,14.0
248,343,3.648018777385206e+17,10.0
249,344,8.241600374788588e+17,12.0
249,304,8.241600374788588e+17,12.0
250,347,2.206862773458043e+17,14.0
251,349,9.547664882569052e+17,14.0
252,351,1.3510998168594022e+17,12.0
253,352,3.017481157009736e+17,14.0
254,353,7.521084220354068e+17,13.0
254,334,7.521084220354068e+17,13.0
255,358,2.2068084850714214e+17,11.0
256,359,6.395118342981755e+17,13.0
257,361,7.656152351878676e+17,12.0
258,362,4.05332212800553e+16,12.0
259,363,6.395259904935854e+17,14.0
259,394,6.395259904935854e+17,14.0
260,364,6.395112845255639e+17,14.0
261,589,7.431076136920023e+17,13.0
262,590,6.48530440969257e+17,13.0
263,591,1.1709908786977178e+17,12.0
263,568,1.1709908786977178e+17,12.0
264,366,2.2522533622317056e+16,12.0
265,368,1.6663490419962675e+17,12.0
265,397,1.6663490419962675e+17,12.0
266,369,6.395231042755625e+17,15.0
267,370,5.854742737500242e+17,13.0
268,371,1.396139249106944e+17,12.0
269,372,8.106544612769792e+17,12.0
270,373,5.989796437934735e+17,12.0
270,383,5.989796437934735e+17,12.0
271,375,7.34102063704703e+17,17.0
272,376,4.548687163251753e+17,11.0
272,382,4.548687163251753e+17,11.0
273,379,3.062524025231114e+17,16.0
274,381,6.57528775411499e+17,15.0
274,350,6.57528775411499e+17,15.0
275,718,2.612098091796398e+17,12.0
275,735,2.612098091796398e+17,12.0
276,719,2.253050508161843e+16,12.0
277,720,8.647028794856571e+17,12.0
278,722,8.647056969842033e+17,14.0
279,387,3.9631772928127795e+17,11.0
279,378,3.9631772928127795e+17,11.0
280,767,8.241623739410678e+17,14.0
280,727,8.241623739410678e+17,14.0
281,768,6.755443421520855e+17,11.0
282,769,7.431201206367683e+17,10.0
283,771,9.412662034547343e+17,14.0
284,392,1.8020583262388224e+16,12.0
284,380,1.8020583262388224e+16,12.0
285,396,9.547638769167892e+17,15.0
286,398,6.395183626316677e+17,12.0
286,367,6.395183626316677e+17,12.0
287,399,5.449359672286904e+17,11.0
288,400,4.278432702702551e+17,12.0
289,401,2.2067837460597965e+17,13.0
290,402,3.6480737529665946e+17,14.0
291,403,6.485261803616993e+17,10.0
292,404,7.341086607744696e+17,12.0
293,405,2.702551477439693e+16,13.0
294,407,5.3593165419197235e+17,13.0
295,410,2.927448334564065e+17,14.0
296,860,2.2068909484435046e+17,13.0
297,861,2.7472438763297178e+17,16.0
297,895,2.7472438763297178e+17,16.0
298,862,1.171014243319808e+17,13.0
298,901,1.171014243319808e+17,13.0
299,865,2.1618769424023552e+17,10.0
299,808,2.1618769424023552e+17,10.0
300,414,1.1259541952292454e+17,15.0
301,415,3.152557534871552e+17,11.0
302,416,6.395297700648059e+17,16.0
302,391,6.395297700648059e+17,16.0
303,421,4.09829421516587e+17,14.0
304,423,3.648167898649723e+17,11.0
305,424,4.4586694590909645e+17,8.0
306,428,4.098374616953651e+17,10.0
306,470,4.098374616953651e+17,10.0
307,429,1.035852653306839e+17,13.0
308,907,3.647965176193352e+17,11.0
309,910,1.1710630341482906e+17,12.0
310,911,8.016436198899712e+17,14.0
311,912,2.7472514354721587e+17,11.0
311,875,2.7472514354721587e+17,11.0
312,433,3.648126666963681e+17,16.0
312,478,3.648126666963681e+17,16.0
313,434,2.2068620862632755e+17,15.0
313,413,2.2068620862632755e+17,15.0
314,435,7.070663784477491e+17,14.0
315,436,3.64816858584449e+17,13.0
316,437,6.350109147136e+17,12.0
317,438,7.431074762530488e+17,14.0
318,439,2.026661751197532e+17,15.0
318,475,2.026661751197532e+17,15.0
319,440,6.57533723213824e+17,15.0
319,409,6.57533723213824e+17,15.0
320,441,3.692965438339154e+17,11.0
321,442,1.801502385672028e+17,14.0
321,408,1.801502385672028e+17,14.0
322,444,9.458047125762867e+16,14.0
323,445,9.05224487174144e+17,14.0
324,446,7.971387145925427e+17,11.0
325,447,2.2069521087777997e+17,13.0
325,425,2.2069521087777997e+17,13.0
326,450,4.233421445440471e+17,13.0
326,422,4.233421445440471e+17,13.0
327,451,6.710504319709348e+17,14.0
328,452,7.881306907040809e+17,11.0
329,453,7.971449680649257e+17,15.0
329,426,7.971449680649257e+17,15.0
330,454,6.395297013453292e+17,12.0
331,455,2.206784433254564e+17,13.0
332,458,4.548661049850593e+17,8.0
333,459,5.719600388940759e+17,12.0
334,460,3.692963376754852e+17,11.0
335,462,4.323487253234975e+17,11.0
335,448,4.323487253234975e+17,11.0
336,955,8.64706040581587e+17,10.0
337,956,8.647016425350758e+17,13.0
338,957,7.341072863849349e+17,12.0
339,958,0.0,0.0
340,959,1.1259143379327386e+17,10.0
341,960,6.620344366231716e+17,13.0
342,468,7.656142731151933e+17,14.0
343,471,7.431074762530488e+17,14.0
344,472,4.4588185803554816e+17,12.0
345,473,9.05224487174144e+17,14.0
346,477,9.50262819910058e+17,11.0
346,443,9.50262819910058e+17,11.0
347,479,4.278423081975808e+17,14.0
348,480,3.64816858584449e+17,13.0
349,482,7.431281608155464e+17,12.0
350,483,2.3869469726081024e+17,13.0
351,484,4.2334221326352384e+17,14.0
352,485,9.682766686637261e+17,13.0
353,487,4.54866448582443e+17,14.0
354,488,3.377902442984243e+17,12.0
355,489,7.97138645873066e+17,12.0
356,491,8.601885596199158e+17,10.0
357,493,5.179270825676636e+17,11.0
357,496,5.179270825676636e+17,11.0
358,495,2.657132026485801e+17,12.0
358,503,2.657132026485801e+17,12.0
359,497,2.2968536770229043e+17,13.0
360,499,1.3060590102223258e+17,12.0
360,494,1.3060590102223258e+17,12.0
361,500,3.33268640168149e+17,13.0
362,501,3.377755383304028e+17,11.0
363,505,6.395321065270149e+17,11.0
363,531,6.395321065270149e+17,11.0
364,506,2.251933129470116e+17,12.0
365,507,1.0358877002399744e+17,12.0
366,508,8.376808694045737e+17,10.0
366,559,8.376808694045737e+17,10.0
367,510,2.161731257111675e+17,12.0
367,556,2.161731257111675e+17,12.0
368,511,8.106552171912233e+17,13.0
369,512,8.962166694441124e+17,11.0
369,481,8.962166694441124e+17,11.0
370,513,4522360044519424.0,12.0
371,514,6.307678306225357e+16,13.0
372,515,7.115778120954675e+17,12.0
372,486,7.115778120954675e+17,12.0
373,516,6.485221946320486e+17,12.0
374,517,2.927568593648353e+17,11.0
374,547,2.927568593648353e+17,11.0
375,518,1.125951446450176e+17,11.0
375,476,1.125951446450176e+17,11.0
376,519,4.188416372931297e+17,14.0
377,520,8.737073299613286e+17,13.0
378,522,6.845554584170004e+17,15.0
379,523,5.899742312451277e+17,15.0
380,524,4.954029683973816e+17,14.0
381,525,2.3869469726081024e+17,13.0
382,526,8.782069438590484e+17,12.0
382,467,8.782069438590484e+17,12.0
383,527,3.1975584842121216e+17,12.0
383,537,3.1975584842121216e+17,12.0
384,529,2.972384687596503e+17,12.0
385,530,6.395118342981673e+17,13.0
386,533,9.412539026683986e+17,13.0
386,502,9.412539026683986e+17,13.0
387,540,5.944754256908124e+17,12.0
388,542,2.7472012702541414e+17,16.0
388,528,2.7472012702541414e+17,16.0
389,543,7.971457239791698e+17,11.0
390,545,6.845577948792095e+17,14.0
391,546,5.854775722849075e+17,13.0
392,548,9.412537652294451e+17,11.0
392,581,9.412537652294451e+17,11.0
393,549,7.025637408930529e+17,13.0
394,550,6.395187749485281e+17,12.0
395,551,2.2068545271208346e+17,10.0
396,553,7.341087294939464e+17,10.0
397,554,5.899742312451277e+17,15.0
398,555,8.737440948813824e+17,14.0
399,561,1.1710458542791066e+17,11.0
399,541,1.1710458542791066e+17,11.0
400,562,1.125917086711808e+17,10.0
401,564,2.927419472383836e+17,9.0
402,566,5.269218435971154e+17,16.0
403,567,6.305051847824507e+17,13.0
404,569,5.85477434845954e+17,10.0
404,536,5.85477434845954e+17,10.0
405,571,3.648073065771827e+17,13.0
405,539,3.648073065771827e+17,13.0
406,572,7.431280920960696e+17,11.0
406,601,7.431280920960696e+17,11.0
407,573,4.954536833712128e+16,14.0
407,535,4.954536833712128e+16,14.0
408,574,2.026694049351598e+17,13.0
409,575,8.737440948813824e+17,14.0
410,576,1.396200409441239e+17,12.0
410,560,1.396200409441239e+17,12.0
411,577,5.854775035654308e+17,16.0
411,557,5.854775035654308e+17,16.0
412,1127,6.845498234199081e+17,13.0
412,1088,6.845498234199081e+17,13.0
413,1129,4.323499622740787e+17,16.0
414,1130,7.160726156298158e+17,14.0
414,1164,7.160726156298158e+17,14.0
415,1131,2.476985979806679e+17,11.0
416,1132,2.20684009603072e+17,12.0
417,582,3.648043516396831e+17,14.0
418,584,1.53131458301526e+17,14.0
419,585,7.34089831637844e+17,12.0
420,586,4.18858748442837e+17,9.0
420,608,4.18858748442837e+17,9.0
421,587,9.45805399771054e+16,15.0
422,588,3.332685027291955e+17,12.0
422,544,3.332685027291955e+17,12.0
423,1255,2.2518005008800154e+17,15.0
423,1207,2.2518005008800154e+17,15.0
424,1257,4.233402203986985e+17,12.0
425,1258,6.485215074372813e+17,14.0
426,593,3.377773937562747e+17,11.0
427,595,9.00723361447936e+16,11.0
427,604,9.00723361447936e+16,11.0
428,596,1.3060617590013952e+17,13.0
429,597,4.548688537641288e+17,15.0
430,598,6.306681873812685e+16,13.0
430,570,6.306681873812685e+16,13.0
431,599,3.648075127356129e+17,12.0
432,600,2.25186440999338e+17,11.0
433,602,3.3777732503679795e+17,13.0
433,626,3.3777732503679795e+17,13.0
434,605,1.531379179323392e+17,11.0
435,606,8.196558880956744e+17,12.0
436,607,2.3869256695703142e+17,16.0
436,644,2.3869256695703142e+17,16.0
437,609,3.828079611913175e+17,13.0
437,651,3.828079611913175e+17,13.0
438,610,2.9276434978779955e+17,10.0
439,611,1.5762880445651354e+17,14.0
440,612,1.0359426758213632e+17,14.0
441,613,2.2518369222026854e+17,11.0
442,614,4.2784546929351066e+17,13.0
443,617,6.620391095475896e+17,13.0
444,618,6.48522606948909e+17,9.0
444,583,6.48522606948909e+17,9.0
445,619,9.68284227806167e+17,11.0
445,578,9.68284227806167e+17,11.0
446,620,2.7031905685733376e+16,13.0
447,623,7.34089831637844e+17,12.0
448,624,6.935557857240678e+17,15.0
449,628,3.062468362454958e+17,11.0
449,630,3.062468362454958e+17,11.0
450,629,5.944761128855798e+17,13.0
450,627,5.944761128855798e+17,13.0
451,632,2.2518650971881472e+17,13.0
452,633,2.9274201595786035e+17,15.0
452,655,2.9274201595786035e+17,15.0
453,635,8.647029482051338e+17,12.0
454,636,8.106595465182577e+17,12.0
454,661,8.106595465182577e+17,12.0
455,637,1.0358327246585856e+17,12.0
455,621,1.0358327246585856e+17,12.0
456,638,7.070713949695508e+17,12.0
457,639,6.395185000706212e+17,12.0
458,640,2.704936043282432e+16,12.0
459,641,6.620391095475896e+17,13.0
460,642,4.09828115846529e+17,16.0
460,674,4.09828115846529e+17,16.0
461,643,9.007783370293248e+16,14.0
462,645,4.548663798629663e+17,12.0
462,676,4.548663798629663e+17,12.0
463,646,4.323460452639048e+17,14.0
464,647,8.37674272334807e+17,14.0
465,648,1.0359543581324083e+17,13.0
465,670,1.0359543581324083e+17,13.0
466,649,8.37680800685097e+17,14.0
467,650,9.682844339645972e+17,12.0
468,652,3.062456680143913e+17,14.0
468,622,3.062456680143913e+17,14.0
469,653,2.2068043619028173e+17,13.0
470,654,7.341015826683658e+17,14.0
471,657,2.2969148373571994e+17,10.0
472,660,1.531298777535611e+17,10.0
473,662,6.755422805677834e+17,10.0
474,663,4516037852659712.0,15.0
475,665,8.737144767869092e+17,12.0
475,634,8.737144767869092e+17,12.0
476,666,4.4586770182334054e+17,16.0
476,631,4.4586770182334054e+17,16.0
477,667,9.322469095720878e+17,10.0
478,668,2.702702660288512e+16,13.0
479,669,8.87212425126871e+17,14.0
480,671,6.575271948635341e+17,14.0
481,672,2.2518637227986125e+17,13.0
482,673,3.9181790922512794e+17,15.0
483,675,4.548662424240128e+17,14.0
483,713,4.548662424240128e+17,14.0
484,678,1.576279798227927e+17,11.0
484,712,1.576279798227927e+17,11.0
485,681,7.34093473770111e+17,10.0
486,686,7.430957939420037e+17,13.0
487,687,9.9081253386453e+16,11.0
487,658,9.9081253386453e+16,11.0
488,688,2.4319472347539046e+17,13.0
489,689,6.75540562580865e+17,12.0
490,692,3.3326857144867226e+17,10.0
491,693,9.232443145222881e+17,12.0
491,690,9.232443145222881e+17,12.0
492,694,3.37783303631274e+17,9.0
493,696,4.458591806082253e+17,12.0
493,685,4.458591806082253e+17,12.0
494,697,3.693010105999032e+17,11.0
495,698,2.7037059646488576e+16,12.0
495,682,2.7037059646488576e+16,12.0
496,699,4.188589546012672e+17,11.0
497,700,4.458675643843871e+17,10.0
498,701,9.45820518055936e+16,14.0
499,702,6.3951726312004e+17,9.0
500,704,5.40471125386199e+16,14.0
501,705,6.395233791534694e+17,13.0
502,706,2.386924982375547e+17,14.0
502,746,2.386924982375547e+17,14.0
503,709,4.188454168643502e+17,15.0
504,710,6.620390408281129e+17,13.0
505,711,6.620349863789855e+17,13.0
506,714,4.458668771896197e+17,13.0
507,715,1.035884951460905e+17,12.0
507,679,1.035884951460905e+17,12.0
508,716,7.475995997278044e+17,14.0
508,754,7.475995997278044e+17,14.0
509,717,6.935554421266842e+17,15.0
509,728,6.935554421266842e+17,15.0
510,724,6.710475457529119e+17,15.0
511,725,3.062489665492746e+17,14.0
512,726,3.332680904123351e+17,11.0
513,729,4.188453481448735e+17,12.0
513,760,4.188453481448735e+17,12.0
514,730,3.648013967021834e+17,13.0
515,732,2.92749918697685e+17,11.0
516,733,5.854742050305475e+17,10.0
516,761,5.854742050305475e+17,10.0
517,734,1.0358787667079987e+17,11.0
517,723,1.0358787667079987e+17,11.0
518,737,8.511935924320338e+17,11.0
519,739,7.340990400477266e+17,15.0
520,740,8.106596152377344e+17,16.0
520,772,8.106596152377344e+17,16.0
521,741,6.3951726312004e+17,9.0
522,742,2.927418785189069e+17,14.0
523,743,8.511808106093609e+17,13.0
524,744,8.286636371062292e+17,14.0
525,745,2.7037403243872256e+16,13.0
526,747,4.32350924346753e+17,15.0
527,748,3.60290237932372e+17,13.0
528,749,6.980601412656824e+17,14.0
528,781,6.980601412656824e+17,14.0
529,750,5.359338532152279e+17,15.0
529,778,5.359338532152279e+17,15.0
530,751,2.296891472735109e+17,13.0
531,752,9.097276744846541e+17,12.0
532,753,1.3060583230275584e+17,12.0
532,703,1.3060583230275584e+17,12.0
533,755,7.476057844807107e+17,13.0
534,756,5.854844442325811e+16,13.0
534,783,5.854844442325811e+16,13.0
535,757,4.098337508436214e+17,11.0
535,770,4.098337508436214e+17,11.0
536,758,3.557860885491876e+17,15.0
537,759,4.5937396521998746e+17,10.0
538,765,8.106515063394796e+17,14.0
538,731,8.106515063394796e+17,14.0
539,773,1.171046541473874e+17,12.0
540,774,9.007529108229325e+16,14.0
540,822,9.007529108229325e+16,14.0
541,775,8.646992373533901e+17,13.0
542,776,8.647173105757716e+17,11.0
542,810,8.647173105757716e+17,11.0
543,777,8.016440322068316e+17,12.0
544,780,6.485217823151882e+17,14.0
545,784,1.891551013597348e+17,17.0
545,821,1.891551013597348e+17,17.0
546,785,1.6213054865801216e+17,15.0
546,738,1.6213054865801216e+17,15.0
547,787,9.322513076185989e+17,12.0
548,788,4533011563413504.0,12.0
548,764,4533011563413504.0,12.0
549,789,4.5486651730191974e+17,10.0
549,762,4.5486651730191974e+17,10.0
550,791,6.306242069161574e+16,10.0
